Name,Beer_ID,ABV,IBU,Brewery_id,Style,Ounces
Sundown,2304,0.071,36,165,Saison / Farmhouse Ale,12
Sanctified,2249,0.099,,165,Belgian Strong Pale Ale,12
Fear of a Brett Planet,2053,0.051,,165,American Pale Ale (APA),12
Original Slacker Ale,1842,0.056,40,165,English Brown Ale,12
Alpha Blackback,1841,0.072,,165,American Black Ale,12
Kiss Off IPA,1782,0.063,,165,American IPA,12
Dog Days Summer Ale,1552,0.045,28,165,Kölsch,12
1881 California Red,1479,0.056,35,398,American Amber / Red Ale,12
CAPT Black IPA,1478,0.073,55,398,American Black Ale,12
Ruhstaller's Gilt Edge Lager Beer,1370,0.048,42,398,American Amber / Red Lager,12
CAPT Black IPA,883,0.073,55,398,American Black Ale,16
1881 California Red Ale,882,0.056,35,398,American Amber / Red Ale,16
Saint Archer White Ale,1868,0.05,15,289,Witbier,12
Saint Archer IPA,1867,0.068,66,289,American IPA,12
Saint Archer Pale Ale,1865,0.052,40,289,American Pale Ale (APA),12
Saint Archer Blonde,1864,0.048,22,289,Kölsch,12
Sex Panther,2599,0.069,20,31,American Porter,12
Winter Warmer (Vault Series),2073,0.095,25,31,Winter Warmer,16
Count Hopula (Vault Series),2063,0.091,99,31,American Double / Imperial IPA,16
Oktoberfest,1995,0.055,,31,Märzen / Oktoberfest,12
SunSpot Golden Ale,1934,0.05,15,31,American Blonde Ale,12
I.W.A. (2011),1329,0.06,,31,American Pale Wheat Ale,12
Supermonk I.P.A.,1299,0.065,,31,Belgian IPA,12
Epicenter Amber Ale,1073,0.055,20,31,American Amber / Red Ale,12
SanTan HefeWeizen,1072,0.05,15,31,Hefeweizen,12
Hop Shock IPA,1071,0.07,85,31,American IPA,12
Sex Panther (2014),852,0.069,20,31,American Porter,12
Devil’s Ale,850,0.055,45,31,American Pale Ale (APA),12
Rail Slide Imperial Spiced Ale,839,0.081,,31,Herbed / Spiced Beer,12
Mr. Pineapple,777,0.05,20,31,Fruit / Vegetable Beer,12
American Idiot Ale (2012),764,0.055,45,31,American Pale Ale (APA),12
Hop Shock IPA (2010),317,0.07,85,31,American IPA,12
SanTan HefeWeizen (2010),286,0.05,15,31,Hefeweizen,12
Devil’s Ale (2010),285,0.055,45,31,American Pale Ale (APA),12
Epicenter Amber Ale (2010),124,0.055,20,31,American Amber / Red Ale,12
Sanitas Saison Ale,1392,0.058,20,420,Saison / Farmhouse Ale,12
Sanitas Black IPA,1391,0.068,65,420,American Black Ale,12
Giant DIPA,2002,0.089,88,253,American Double / Imperial IPA,16
Dread Brown Ale,1683,0.054,,253,American Brown Ale,12
Casinos IPA,1362,0.07,,253,English India Pale Ale (IPA),16
Saison 88,1519,0.055,30,393,Saison / Farmhouse Ale,12
Black IPA,967,0.071,95,393,American Black Ale,12
Santa Fe Irish Red Ale,599,0.045,,393,Irish Red Ale,12
Santa Fe Oktoberfest,307,,,393,Märzen / Oktoberfest,12
Imperial Java Stout,305,0.08,,393,Russian Imperial Stout,12
Freestyle Pilsner,304,0.055,,393,German Pilsener,12
Happy Camper IPA,217,0.066,,393,American IPA,12
Oval Beach Blonde Ale,1477,0.05,11,399,American Blonde Ale,16
Oak Aged Cider,1503,0.065,,395,Cider,12
Ginger Cider,1466,0.065,,395,Cider,12
Schilling Hard Cider,1245,0.065,,395,Cider,12
Schlafly Yakima Wheat Ale,1324,0.05,45,429,American Pale Wheat Ale,12
Schlafly Black Lager,1323,0.05,,429,Schwarzbier,12
Schlafly IPA,1078,0.045,30,429,American IPA,12
Schlafly American Brown Ale,1077,0.05,30,429,American Brown Ale,12
Schlafly Hefeweizen,588,0.041,16,429,Hefeweizen,12
Schlafly Summer Lager,53,0.045,17,429,Munich Helles Lager,12
Sea Dog Wild Blueberry Wheat Ale,815,0.047,,503,Fruit / Vegetable Beer,12
Blur India Pale Ale,1302,0.074,60,433,American IPA,12
Dry Cider,1416,0.065,,412,Cider,16
Dry Hard Cider,1415,0.065,,412,Cider,16
Frankenlou's IPA,918,0.07,105,495,American IPA,16
Becky's Black Cat Porter,917,0.07,55,495,American Porter,16
Seventh Son of a Seventh Son,2250,0.077,40,184,American Strong Ale,16
Stone Fort Brown Ale,1768,0.053,20,184,English Brown Ale,16
Seventh Son Hopped Red Ale,1767,0.077,40,184,American Amber / Red Ale,16
Humulus Nimbus Super Pale Ale,1766,0.06,53,184,American Pale Ale (APA),16
Golden Ratio IPA,1765,0.07,68,184,American IPA,16
Black Hop IPA,2368,0.068,,131,American Black Ale,12
Archer's Ale (2004),738,0.05,,512,English Pale Ale,12
Monkey Fist IPA,1539,0.069,65,386,American IPA,12
Shipyard Summer Ale,975,0.051,,386,American Pale Wheat Ale,12
Pumpkinhead Ale,814,0.047,,386,Pumpkin Ale,12
Shipyard Export,727,0.051,,386,American Blonde Ale,12
Nooner,2474,0.052,,84,German Pilsener,12
Torpedo,2239,0.072,65,84,American IPA,12
Yonder Bock,1919,0.06,,84,Maibock / Helles Bock,12
CANfusion Rye Bock,1918,0.06,,84,Rye Beer,12
Sierra Nevada Pale Ale,1905,0.056,37,84,American Pale Ale (APA),16
Old Chico Crystal Wheat,1338,0.048,26,84,American Pale Wheat Ale,12
Summerfest,1295,0.05,28,84,Czech Pilsener,12
Torpedo,426,0.072,65,84,American IPA,16
Sierra Nevada Pale Ale,400,0.056,37,84,American Pale Ale (APA),12
Sietsema Red Label,2353,0.069,,138,Cider,16
Bear Ass Brown,212,0.042,,552,American Brown Ale,12
Red Mountain Ale,161,0.06,,552,American Amber / Red Ale,12
Ice Pick Ale,160,0.068,,552,American IPA,12
4Beans,2574,0.1,52,47,Baltic Porter,12
Jammer,2479,0.042,16,47,Gose,12
Abigale,2443,0.08,,47,Belgian Pale Ale,12
Rad,2266,0.032,7,47,Fruit / Vegetable Beer,16
Bengali,2090,0.065,62,47,American IPA,24
Sensi Harvest,1962,0.047,50,47,American Pale Ale (APA),12
Hi-Res,1696,0.099,111,47,American Double / Imperial IPA,12
Global Warmer,1608,0.07,70,47,American Strong Ale,12
Autumnation (2013),1591,0.067,74,47,American IPA,16
The Crisp,1388,0.054,42,47,German Pilsener,16
Sweet Action,1387,0.052,34,47,Cream Ale,16
Righteous Ale,1386,0.063,57,47,Rye Beer,16
Bengali Tiger,1385,0.064,62,47,American IPA,16
3Beans,1020,0.099,85,47,Baltic Porter,12
Brownstone,778,0.059,47,47,American Brown Ale,16
Apollo,630,0.052,11,47,American Pale Wheat Ale,16
Harbinger,629,0.049,35,47,Saison / Farmhouse Ale,16
Resin,628,0.091,103,47,American Double / Imperial IPA,12
Diesel,525,0.063,69,47,American Stout,16
Autumnation (2011-12) (2011),512,0.06,48,47,Pumpkin Ale,16
The Crisp (2011),425,0.054,42,47,German Pilsener,16
Sweet Action (2011),424,0.052,34,47,Cream Ale,16
Righteous Ale (2011),423,0.063,57,47,Rye Beer,16
Bengali Tiger (2011),422,0.064,62,47,American IPA,16
Rudie Session IPA,1942,0.045,,265,American IPA,12
Taster's Choice,1708,0.074,,265,Doppelbock,12
Modus Hoperandi,1521,0.068,65,265,American IPA,12
Estival Cream Stout,1297,0.058,15,265,American Stout,12
Vernal Minthe Stout,1192,0.058,,265,American Stout,12
Hibernal Vinifera Stout,1013,0.08,,265,Foreign / Export Stout,12
Autumnal Molé Stout,774,,,265,American Stout,12
Mexican Logger,386,0.042,18,265,American Pale Lager,12
True Blonde Ale,70,0.053,,265,American Blonde Ale,12
Euphoria Pale Ale,69,0.061,,265,American Pale Ale (APA),12
ESB Special Ale,68,0.057,58,265,Extra Special / Strong Bitter (ESB),12
Modus Hoperandi,67,0.068,65,265,American IPA,12
Iron Butt Red Ale,1792,0.058,39,314,American Amber / Red Ale,12
Initial Point India Pale Ale,1609,0.071,92,314,American IPA,12
Monkey Dancing On A Razor Blade,2537,0.085,,65,Belgian IPA,24
Tripel Deke,2536,0.082,,65,Tripel,24
Urban Wilderness Pale Ale,30,0.049,,558,English Pale Ale,12
Homefront IPA,2305,0.06,70,164,American IPA,12
Sly Fox Christmas Ale 2013,1588,0.055,16,372,Winter Warmer,12
Grisette,1363,0.056,25,372,Grisette,12
360° India Pale Ale,1211,0.062,,372,American IPA,12
Helles Golden Lager,1123,0.049,18,372,Munich Helles Lager,12
Sly Fox Christmas Ale 2012 (2012),926,0.055,16,372,Winter Warmer,12
Odyssey Imperial IPA,894,0.084,90,372,American Double / Imperial IPA,12
Oktoberfest Lager,166,0.058,25,372,Märzen / Oktoberfest,12
113 IPA,24,0.07,113,372,American IPA,12
Dunkel Lager,23,0.053,21,372,Munich Dunkel Lager,12
Royal Weisse Ale,22,0.056,11,372,Hefeweizen,12
Pikeland Pils,21,0.049,44,372,German Pilsener,12
Phoenix Pale Ale,20,0.051,40,372,American Pale Ale (APA),12
Rule G IPA,2407,0.07,88,116,American IPA,12
Murphy's Law,2406,0.058,35,116,American Amber / Red Ale,12
Alter Ego ,2405,0.062,33,116,Saison / Farmhouse Ale,12
Monarch Pilsner,2234,0.05,,192,American Pilsner,12
Snow King Pale Ale,1606,0.06,55,192,American Pale Ale (APA),12
Zonker Stout,617,0.054,36,192,Foreign / Export Stout,12
OB-1 Organic Ale,407,0.05,22,192,English Brown Ale,12
Snake River Lager,406,0.05,18,192,Vienna Lager,12
Snake River Pale Ale,402,0.052,32,192,American Pale Ale (APA),12
Pako’s EyePA,393,0.068,60,192,American IPA,12
Thanksgiving Ale,1798,0.05,,310,Kölsch,12
Double Dagger Imperial IPA,1655,0.092,,310,American Double / Imperial IPA,12
Dagger Falls IPA,1596,0.063,100,310,American IPA,12
Dagger Falls IPA,1595,0.063,100,310,American IPA,12
Socktoberfest,1482,0.06,,310,Märzen / Oktoberfest,16
Hopnoxious Imperial IPA,1447,0.079,,310,American Double / Imperial IPA,12
Barrel Aged Seven Devils Imperial Stout,1425,0.099,,310,American Double / Imperial Stout,12
Boise Co-Op Two Score Ale,1424,0.055,,310,Saison / Farmhouse Ale,16
Sockeye Belgian Style Summer Ale,1298,0.05,,310,Witbier,16
Sockeye Maibock,1181,0.064,,310,Maibock / Helles Bock,12
Old Devil's Tooth,1160,0.099,100,310,American Barleywine,12
Galena Golden,1152,0.043,,310,American Blonde Ale,12
Hell-Diver Pale Ale,1151,0.052,32,310,American Pale Ale (APA),12
Woolybugger Wheat,1150,0.046,12,310,American Pale Wheat Ale,12
Power House Porter,1076,0.057,,310,American Porter,12
Winterfest,995,0.084,90,310,American Strong Ale,16
Dagger Falls IPA,879,0.063,100,310,American IPA,12
LuckenBock,1972,0.07,18,258,Bock,16
Texas Pale Ale (TPA),1971,0.055,40,258,American IPA,16
6 String Saison,1970,0.08,,258,Saison / Farmhouse Ale,16
Kol' Beer,1969,0.05,22,258,Kölsch,16
Montauk Light,2024,0.035,,250,Light Lager,12
Na Zdraví Pilsner,1283,0.048,32,437,Czech Pilsener,16
Nice Rack IPA,1282,0.055,65,437,American IPA,16
2014 IPA Cicada Series,2362,0.075,72,134,American IPA,16
Sinister Minister Black IPA,2346,0.077,65,134,American IPA,16
Jack the Sipper,2320,0.053,45,134,Extra Special / Strong Bitter (ESB),12
Devil's Harvest Extra Pale Ale,2297,0.058,60,134,American Pale Ale (APA),12
Suzy B Dirty Blonde Ale,2296,0.05,20,134,American Blonde Ale,12
Mississippi Fire Ant,1745,0.08,80,134,American Amber / Red Ale,16
Hipster Breakfast,1120,0.058,40,134,Oatmeal Stout,16
Suzy B Dirty Blonde Ale,1118,0.05,20,134,American Blonde Ale,16
Devil's Harvest Extra Pale Ale,1117,0.058,60,134,American Pale Ale (APA),16
Pine Belt Pale Ale,2387,0.065,45,119,American Pale Ale (APA),12
Walloon,2267,0.055,,119,Saison / Farmhouse Ale,12
Le Mort Vivant,1740,0.069,23,119,Bière de Garde,12
Red Cockaded Ale,1728,0.085,110,119,American Double / Imperial IPA,12
Valkyrie Double IPA,1497,0.092,100,119,American Double / Imperial IPA,12
Red Cockaded Ale (2013),1011,0.085,110,119,American Double / Imperial IPA,12
Old Potentate,1010,0.072,40,119,Old Ale,12
Bombshell Blonde,856,0.05,20,119,American Blonde Ale,16
PRO-AM (2012) (2012),853,0.099,100,119,American Double / Imperial IPA,12
Walloon (2014),691,0.055,,119,Saison / Farmhouse Ale,12
Le Mort Vivant (2011),555,0.069,23,119,Bière de Garde,12
Buried Hatchet Stout,46,0.083,50,119,Foreign / Export Stout,12
Pine Belt Pale Ale,45,0.065,45,119,American Pale Ale (APA),16
Bombshell Blonde,44,0.05,20,119,American Blonde Ale,12
Baby Daddy Session IPA,2486,0.047,35,79,American IPA,12
Hopluia (2004),763,,,509,English India Pale Ale (IPA),16
Ball & Chain (2014),2271,0.058,,176,American Pale Ale (APA),16
Bitter Biker Double IPA,2206,0.096,,176,American Double / Imperial IPA,16
God Damn Pigeon Porter,2136,0.082,,176,American Porter,16
Working for the Weekend,2135,0.079,,176,American Double / Imperial IPA,16
Angry Adam,2134,0.06,,176,American Amber / Red Ale,16
Freedom Fries,2109,0.055,,176,American Stout,16
Bitter Biker Double IPA,1821,0.096,,176,American Double / Imperial IPA,12
Ghost Bike Pale Ale,1820,0.073,,176,American Pale Ale (APA),16
Spiteful IPA,1819,0.062,,176,American IPA,12
Alley Time,1634,0.06,,176,American Pale Ale (APA),12
Fat Badger,1633,0.058,,176,Irish Red Ale,12
In the Weeds,1632,0.055,,176,American Pale Wheat Ale,12
Special Amber,855,0.05,22,499,Vienna Lager,12
Special Amber,445,0.05,22,499,Vienna Lager,12
Seven Gates Pale Ale,1587,0.056,,373,American Pale Ale (APA),12
Gunga Din,2242,0.052,,187,Cider,16
Starr Pils,1544,0.042,20,384,German Pilsener,12
Northern Lights India Pale Ale,1205,0.065,52,384,American IPA,16
Festie,369,0.048,12,384,Märzen / Oktoberfest,12
Northern Lights India Pale Ale,368,0.065,52,384,American IPA,12
Third Eye Enlightened Pale Ale,2386,0.065,65,120,American Pale Ale (APA),12
Colorado Kölsch,92,0.049,17,120,Kölsch,12
Steam Engine Lager,91,0.057,25,120,American Amber / Red Lager,12
Third Eye Pale Ale,90,0.065,65,120,American IPA,12
Point Special (Current),2366,0.047,9,132,American Adjunct Lager,12
Point Special,2365,0.047,9,132,American Adjunct Lager,12
Point Cascade Pale Ale (2013),2270,0.054,33,132,American Pale Ale (APA),12
Point Special,2228,0.047,9,132,American Adjunct Lager,12
Onyx Black Ale,2151,0.052,9,132,American Black Ale,12
Beyond The Pale IPA,2150,0.063,64,132,American IPA,12
Point Special (2013),2122,0.047,9,132,American Adjunct Lager,12
Point Special (2012),2121,0.047,9,132,American Adjunct Lager,12
Point Special Lager,2115,0.047,9,132,American Adjunct Lager,16
St. Benedict's Winter Ale,1450,0.062,,132,Winter Warmer,12
Point Oktoberfest,1357,0.057,15,132,Märzen / Oktoberfest,16
Point Nude Beach Summer Wheat,1225,0.052,7,132,American Pale Wheat Ale,16
Point Nude Beach Summer Wheat,816,0.05,7,132,American Pale Wheat Ale,12
Point Nude Beach Summer Wheat (2011),772,0.05,7,132,American Pale Wheat Ale,12
Drop Dead Blonde,684,0.035,,132,American Blonde Ale,12
Three Kings Ale,650,0.049,13,132,Kölsch,12
Point Oktoberfest,456,0.057,15,132,Märzen / Oktoberfest,12
2012 Black Ale,357,0.054,32,132,American Brown Ale,12
Point Nude Beach Summer Wheat (2010),141,0.05,7,132,American Pale Wheat Ale,12
Point Cascade Pale Ale,140,0.054,33,132,American Pale Ale (APA),12
Point Amber Classic,139,0.047,14,132,American Amber / Red Lager,12
Point Special Lager,138,0.047,9,132,American Adjunct Lager,12
Wisco Disco,953,0.051,31,487,American Amber / Red Ale,16
Brontide,1983,0.05,,256,American Black Ale,12
Brontide,1631,0.05,,256,American Black Ale,12
Classique,1344,0.045,,256,Saison / Farmhouse Ale,12
Sunsplash Golden Ale (2004),922,0.045,,493,American Blonde Ale,12
Sand Island Lighthouse,1410,0.051,25,413,Kölsch,12
Lily Flagg Milk Stout,925,0.05,30,413,Milk / Sweet Stout,12
Monkeynaut IPA,637,0.072,70,413,American IPA,12
Straub Beer (Current),2369,0.05,,130,American Adjunct Lager,12
American Lager,2233,0.041,8,130,American Adjunct Lager,12
American Amber,2232,0.041,8,130,American Amber / Red Lager,12
American Light,2231,0.032,13,130,Light Lager,12
Extra Pale Ale,2352,0.053,49,139,American Pale Ale (APA),12
Make It So,2549,0.053,40,59,Extra Special / Strong Bitter (ESB),12
Hopvale Organic Ale,2473,0.047,55,59,American Pale Ale (APA),16
Unchained #18 Hop Silo,2415,0.083,100,59,American Double / Imperial IPA,16
Tip Off,2605,0.052,29,26,Altbier,16
Java Mac,2215,0.054,,26,Scottish Ale,16
Cowbell,2164,0.054,23,26,American Porter,16
Hop Up Offa That Brett (2014),2085,0.058,20,26,Belgian Pale Ale,16
PV Muckle (2013),2084,0.083,23,26,Scotch Ale / Wee Heavy,16
Bourbon Barrel Batch 666: Sympathy for the Devil,2083,0.099,36,26,Belgian Dark Ale,16
Whip Fight,2082,0.09,30,26,Scotch Ale / Wee Heavy,16
Port Barrel Wee Mac ,2081,0.053,23,26,Scotch Ale / Wee Heavy,16
Fistful Of Hops Red,2001,0.064,75,26,American IPA,16
Fistful of Hops Orange,2000,0.063,75,26,American IPA,16
Fistful Of Hops Blue,1999,0.064,75,26,American IPA,16
Fistful of Hops Green,1996,0.064,75,26,American IPA,16
30 Min Coma,1948,,,26,Belgian IPA,16
Wee Muckle,1656,0.09,30,26,Scotch Ale / Wee Heavy,16
Royal Brat,1599,0.065,55,26,Extra Special / Strong Bitter (ESB),16
Grapefruit Jungle (GFJ),1420,0.075,77,26,American IPA,16
Osiris Pale Ale,1389,0.056,50,26,American Pale Ale (APA),16
Bourbon Barrel Aged Timmie,1367,0.099,75,26,Russian Imperial Stout,16
Stupid Sexy Flanders,1366,0.063,23,26,Flanders Oud Bruin,16
Bourbon Barrel Cowbell,1347,,,26,American Porter,16
Popcorn Pilsner,1314,0.054,,26,German Pilsener,16
Ring of Dingle,1128,0.071,27,26,Irish Dry Stout,16
Bourbon Barrel Wee Mac,1127,0.054,23,26,Scottish Ale,16
Bourbon Barrel Johan,1049,0.099,60,26,English Barleywine,16
The Deuce,934,0.07,,26,American Brown Ale,16
The Velvet Fog,923,0.09,24,26,Quadrupel (Quad),16
Sun King Oktoberfest,874,0.055,23,26,Märzen / Oktoberfest,16
Indianapolis Indians Lager,739,0.052,24,26,Dortmunder / Export Lager,16
Indians Victory Lager (2012),698,0.052,24,26,Dortmunder / Export Lager,16
Chaka,660,0.08,,26,Belgian Strong Pale Ale,16
Isis,651,0.091,91,26,American Double / Imperial IPA,16
Wee Muckle (2011),584,0.09,30,26,Scotch Ale / Wee Heavy,16
Grapefruit Jungle (GFJ) (2011),532,0.075,77,26,American IPA,16
Sun King Oktoberfest (2011),526,0.055,23,26,Märzen / Oktoberfest,16
Johan the Barleywine,394,0.099,60,26,English Barleywine,16
Wee Mac Scottish-Style Ale,213,0.054,23,26,Scottish Ale,16
Sunlight Cream Ale,55,0.053,20,26,Cream Ale,16
Osiris Pale Ale (2010),54,0.056,50,26,American Pale Ale (APA),16
Dam Lager,1207,0.045,,456,American Amber / Red Lager,12
Red Clay IPA,1206,0.07,,456,American IPA,12
Todd the Axe Man,2543,0.072,,62,American IPA,16
Doomtree,2409,0.057,,62,Extra Special / Strong Bitter (ESB),16
BLAKKR,1739,0.099,85,62,American Black Ale,16
Overrated! West Coast Style IPA,1112,0.073,69,62,American IPA,16
WET,329,0.075,90,62,American IPA,16
Bitter Brewer,19,0.04,37,62,English Bitter,16
SurlyFest,18,0.055,34,62,Rye Beer,16
Coffee Bender,17,0.051,45,62,American Brown Ale,16
Bender,16,0.051,45,62,American Brown Ale,16
Abrasive Ale,15,0.097,120,62,American Double / Imperial IPA,16
Hell,14,0.051,20,62,Keller Bier / Zwickel Bier,16
CynicAle,13,0.067,33,62,Saison / Farmhouse Ale,16
Furious,12,0.062,99,62,American IPA,16
Big Nose,1242,0.073,50,448,American IPA,12
Cotton Mouth,1241,0.05,10,448,Witbier,12
Stump Knocker Pale Ale,1240,0.056,35,448,American Pale Ale (APA),12
Midnight Oil,1239,0.05,38,448,Oatmeal Stout,12
Wild Night,1238,0.059,18,448,Cream Ale,12
Bermuda Triangle Ginger Beer,1554,0.045,,382,Herbed / Spiced Beer,12
Take Two Pils,2568,0.055,35,50,German Pilsener,12
Waterkeeper,2551,0.057,,50,Hefeweizen,12
SweetWater IPA,1710,0.064,,50,American IPA,12
420 Extra Pale Ale,1709,0.054,,50,American Pale Ale (APA),12
Dodgy Knight Imperial IPA,1229,0.08,95,450,American Double / Imperial IPA,12
TailGate Saison,1164,0.05,,450,Saison / Farmhouse Ale,12
TailGate IPA,663,0.05,44,450,American IPA,24
TailGate IPA,662,0.05,44,450,American IPA,12
TailGate Hefeweizen,623,0.049,28,450,Hefeweizen,24
Blacktop Blonde,622,0.05,19,450,American Blonde Ale,24
Blacktop Blonde,362,0.05,19,450,American Blonde Ale,12
TailGate Hefeweizen,361,0.049,28,450,Hefeweizen,12
Wooden Rooster,2575,0.085,34,46,Tripel,16.9
Ginger Peach Saison,2555,0.048,20,46,Saison / Farmhouse Ale,16
Zombie Monkie,1736,0.062,35,46,American Porter,16
Wild Plum Farmhouse Ale,1196,0.056,20,46,Saison / Farmhouse Ale,16
Vanilla Bean Buffalo Sweat,1063,0.05,20,46,Oatmeal Stout,16
Ethos IPA,1017,0.068,110,46,American IPA,16
Tallgrass Pub Ale,1009,0.044,12,46,American Brown Ale,16
Oasis,912,0.072,93,46,Extra Special / Strong Bitter (ESB),16
Buffalo Sweat,765,0.05,20,46,Milk / Sweet Stout,16
Halcyon Unfiltered Wheat,676,0.05,20,46,American Pale Wheat Ale,16
8-Bit Pale Ale,595,0.052,,46,American Pale Ale (APA),16
Velvet Rooster,537,0.085,,46,Tripel,16
Halcyon Unfiltered Wheat,412,0.05,20,46,American Pale Wheat Ale,12
Köld Lager (2010),105,0.05,16,46,German Pilsener,16
Oasis (2010),104,0.072,93,46,American Double / Imperial IPA,16
Tallgrass Ale,103,0.044,22,46,American Brown Ale,16
Buffalo Sweat (2010),102,0.05,20,46,Milk / Sweet Stout,16
Tallgrass IPA,101,0.063,60,46,American IPA,16
Hat Trick Hop IPA,1433,0.068,,410,American IPA,16
Yard Sale Amber Ale,1432,0.056,,410,American Amber / Red Ale,16
Loafin Bräu,936,0.055,,491,Altbier,16
Old Elephant Foot IPA,544,0.07,80,491,American IPA,16
Peck's Porter,2640,0.065,35,8,American Porter,16
Reactor,2448,0.07,,8,American IPA,16
Mr. Orange,2447,0.057,,8,Witbier,16
Deduction,2601,0.08,22,29,Dubbel,12
Face Down Brown Ale,973,0.057,,481,American Brown Ale,12
Tempter IPA,827,0.064,,481,American IPA,12
Bridal Veil Rye Pale Ale,589,0.055,,481,American Pale Ale (APA),12
Smittytown,2155,0.048,,211,Extra Special / Strong Bitter (ESB),12
Greenwood Beach,1982,0.04,,211,Fruit / Vegetable Beer,12
Gatecrasher,1939,0.066,,211,English India Pale Ale (IPA),12
RecreationAle,1082,0.047,42,470,American Pale Ale (APA),12
First Stand,2119,0.055,35,216,Saison / Farmhouse Ale,12
Battle LIne,2118,0.063,23,216,American Brown Ale,12
Broken Bridge,2117,0.056,12,216,Dunkelweizen,12
Brutus,2116,0.071,69,216,English India Pale Ale (IPA),12
Petit Mutant,1916,0.06,,273,American Wild Ale,16
The Crusher,1915,0.096,,273,American Double / Imperial IPA,16
Beelzebub,1914,0.08,,273,American Double / Imperial Stout,16
Focal Banger,1810,0.07,,273,American IPA,16
Heady Topper,1111,0.08,120,273,American Double / Imperial IPA,16
Heady Topper,379,0.08,120,273,American Double / Imperial IPA,16
Bomber Mountain Amber Ale (2013),1200,0.046,20,458,American Amber / Red Ale,12
Indian Paintbrush IPA,1199,0.07,75,458,American IPA,12
Saddle Bronc Brown Ale (2013),1198,0.048,16,458,English Brown Ale,12
Wagon Box Wheat Beer,1197,0.059,15,458,American Pale Wheat Ale,12
Birdhouse Pale Ale,1945,0.05,,263,Belgian Pale Ale,12
Ozzy,1079,0.073,,263,Belgian Pale Ale,12
Resurrection,94,0.07,,263,Dubbel,12
Bronx Summer Pale Ale,1748,0.052,16,330,American Pale Ale (APA),16
Bronx Black Pale Ale,1747,0.057,46,330,American Black Ale,16
Bronx Pale Ale,1037,0.063,50,330,American Pale Ale (APA),16
Surfrider,2594,0.052,35,34,American Pale Ale (APA),16
Kolschtal Eddy,2035,0.055,,34,Kölsch,16
South Bay Session IPA,2034,0.05,,34,American IPA,16
Grandma's Pecan,1562,0.069,34,34,English Brown Ale,16
Double Trunk,1561,0.099,101,34,American Double / Imperial IPA,16
Just IPA,1749,0.046,45,329,American IPA,12
Lionshead,2455,0.045,,91,American Pilsner,12
Manhattan Gold Lager (1990),963,,,485,American Amber / Red Lager,12
G. B. Russo’s Italian Pistachio Pale Ale,2638,0.052,,10,American Pale Ale (APA),16
Northern Hawk Owl Amber,1278,0.058,,439,American Amber / Red Ale,12
CEO Stout,1277,0.059,,439,American Stout,16
Will Power Pale Ale,1276,0.047,,439,American Pale Ale (APA),16
Curious Traveler Shandy,1732,0.044,,335,Shandy,12
Hunny Do Wheat,2347,0.048,18,143,American Pale Wheat Ale,12
Three Way Pale Ale,1781,0.052,,143,American Pale Ale (APA),12
Rise to the Top,1780,0.041,,143,Cream Ale,12
Lost Trout Brown Ale,1779,0.049,,143,American Brown Ale,12
Watermelon Ale,2421,0.051,11,109,Fruit / Vegetable Beer,12
Knotty Blonde Ale,2319,0.04,18,154,American Blonde Ale,12
Fivepine Chocolate Porter,2317,0.062,40,154,American Porter,12
Hoodoo Voodoo IPA,2316,0.062,82,154,American IPA,12
Hydraulion Red,1913,0.053,22,274,Irish Red Ale,12
40 Mile IPA,1912,0.06,50,274,American IPA,12
Citra Faced,2617,0.055,64,22,American Pale Wheat Ale,16
Pole Barn Stout,2616,0.055,31,22,Oatmeal Stout,16
Pale,2615,0.054,37,22,American Pale Ale (APA),16
Yoshi's Nectar,2614,0.053,27,22,California Common / Steam Beer,16
Leatherhead Red,1889,0.052,,283,American Amber / Red Ale,12
Cropduster Mid-American IPA,1222,0.065,,283,American IPA,12
Golden Frau Honey Wheat,122,0.075,,283,Braggot,12
Cornstalker Dark Wheat,121,,,283,American Dark Wheat Ale,12
Cafe Leche,2623,0.058,20,18,American Porter,16
Damascene Apricot Sour,2622,0.052,12,18,Fruit / Vegetable Beer,16
Csar,2621,0.12,90,18,Russian Imperial Stout,16
Klingon Warnog Roggen Dunkel,1817,0.055,,18,Roggenbier,16
Overlord Imperial IPA,1449,0.085,115,18,American Double / Imperial IPA,16
Alloy,951,0.058,36,18,American IPA,16
Rivet Irish Red Ale,950,0.051,22,18,Irish Red Ale,16
3 Gear Robust Porter,949,0.052,50,18,American Porter,16
Circuit Bohemian Pilsner,948,0.045,35,18,Czech Pilsener,16
Turnrow Harvest Ale,2321,0.055,,153,American Blonde Ale,12
Juke Joint IPA,1755,0.07,60,153,American IPA,12
Parade Ground Coffee Porter,1754,0.07,35,153,American Porter,12
Tin Roof Watermelon Wheat,1428,0.05,21,153,Fruit / Vegetable Beer,12
Tin Roof Blonde Ale,529,0.045,18,153,American Blonde Ale,12
Voodoo Bengal Pale Ale,495,0.055,37,153,American Pale Ale (APA),12
Perfect Tin Amber,494,0.045,28,153,American Amber / Red Ale,12
IPA & a Half,1856,0.073,87,292,American IPA,12
Ornery Amber Lager (2003),736,0.055,33,292,Vienna Lager,12
Big Island Shandy,1027,0.05,,475,Shandy,16
Preservation IPA,1026,0.068,,475,American IPA,16
Almanac IPA,1938,0.062,72,266,American IPA,12
Milk Mustachio Stout,1937,0.065,,266,Milk / Sweet Stout,12
