id,Sex,Diameter,Length,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
330,I,1.075,1.3125,0.3625,21.87163925,8.34892775,4.5075705,6.3786375,9
331,F,0.675,0.925,0.225,6.98815175,2.90582375,1.247378,1.757669,6
332,M,1.125,1.375,0.3875,25.92561775,12.0485375,5.23048275,6.6621325,8
333,M,1.35,1.725,0.4875,44.22522,18.24290325,7.75358825,13.04077,11
334,F,1.3125,1.65,0.45,41.8722115,17.78931125,8.54737425,10.61688775,12
335,I,0.85,1.1625,0.275,13.39513875,6.10931725,2.551455,3.118445,8
336,M,0.9375,1.1375,0.3125,13.891255,6.860579,2.42388225,4.252425,10
337,I,0.95,1.2375,0.2625,14.571643,5.4147545,2.948348,4.3941725,8
338,M,1.2125,1.525,0.475,34.37376875,11.8784405,7.0023265,9.7805775,11
339,M,0.775,1.1125,0.325,10.19164525,4.7910655,2.324659,3.8271825,11
340,F,1.2625,1.5375,0.45,35.6920205,14.35902175,7.15824875,9.7805775,17
341,I,1.0625,1.4,0.4,24.6924145,12.927372,4.35164825,6.0951425,9
342,I,0.525,0.7125,0.125,2.42388225,0.94970825,0.4252425,0.92135875,3
343,M,1.0125,1.3125,0.35,18.75319425,7.767763,4.60679375,5.51397775,10
344,I,1.0125,1.325,0.3125,19.74542675,8.561549,4.479221,5.2446575,9
345,M,1.1375,1.3875,0.3625,27.99513125,11.77921725,6.25106475,7.01650125,8
346,I,0.6,0.8125,0.2125,6.30776375,2.76407625,1.40330025,1.8427175,7
347,M,1.175,1.425,0.3625,33.26813825,16.4710595,5.57067675,8.15048125,9
348,M,1.175,1.5125,0.375,28.22192725,10.21999475,6.2652395,8.9300925,14
349,M,1.0875,1.4375,0.4,28.76056775,15.592225,5.42892925,6.3786375,9
350,I,0.9625,1.225,0.2875,16.17338975,6.67630725,3.10427025,4.74854125,8
351,F,1.4125,1.7,0.4375,50.7739545,25.911443,10.1207715,12.40290625,9
352,I,0.4125,0.6125,0.1625,1.88524175,0.66621325,0.396893,0.510291,3
353,I,0.9875,1.2625,0.35,15.9607685,7.15824875,3.72795925,4.6776675,10
354,F,1.0625,1.4,0.3625,24.59319125,11.453198,6.59125875,7.2291225,9
355,I,0.7875,1.0125,0.225,9.19941275,3.4869885,1.77184375,2.6932025,7
356,M,1.1875,1.55,0.4125,28.70386875,12.2753335,5.51397775,9.63883,10
357,M,1.1875,1.4375,0.4,26.251637,12.8423235,5.74077375,7.7961125,9
358,I,0.9,1.25,0.325,14.07552675,6.066793,3.01922175,4.309124,9
359,F,1.2125,1.55,0.3875,27.499015,13.65028425,6.6054335,7.5126175,9
360,M,1.2625,1.575,0.375,33.0271675,16.4710595,7.3425205,8.9300925,10
361,F,0.95,1.275,0.3125,14.968536,7.3425205,3.6003865,4.9611625,8
362,I,0.825,1.075,0.25,10.41844125,4.5075705,2.041164,2.9766975,8
363,F,1.0375,1.35,0.325,21.5172705,8.06543275,5.0745605,7.37087,9
364,I,0.8,1,0.2875,9.82310175,4.66349275,1.77184375,2.83495,8
365,I,0.8125,1.0125,0.2,8.23552975,3.44446425,1.80019325,3.118445,7
366,F,1.225,1.575,0.4125,31.5529935,14.04717725,6.577084,8.80251975,13
367,M,1.1375,1.4,0.3625,26.2232875,10.6877615,5.7549485,7.7961125,10
368,I,0.8875,1.175,0.2875,13.33843975,5.6699,2.99087225,4.3941725,9
369,M,0.6125,0.825,0.225,4.9044635,1.587572,0.963883,1.360776,6
370,M,1.075,1.4125,0.375,25.3728025,11.113004,5.273007,6.6054335,9
371,I,1.15,1.4625,0.3875,27.71163625,12.1619355,6.2652395,8.54737425,10
372,I,1.125,1.45,0.3875,26.365035,10.149121,5.74077375,7.5126175,11
373,I,1.0625,1.3625,0.35,20.41164,9.42620875,4.819415,6.6621325,8
374,I,0.4625,0.5875,0.1625,1.88524175,0.7654365,0.510291,0.850485,9
375,M,1.1,1.4125,0.3625,25.41532675,11.623295,4.69184225,6.9456275,14
376,I,0.8125,1.1,0.275,11.89261525,5.74077375,2.05533875,3.61456125,7
377,I,0.6875,0.925,0.2375,7.6827145,3.118445,1.6159215,2.26796,7
378,F,1.075,1.375,0.375,24.7491135,10.81533425,5.1879585,7.5126175,11
379,F,1.275,1.625,0.4375,38.08755325,17.3215445,8.561549,9.7805775,12
380,F,1.275,1.5625,0.4125,31.70891575,13.19669225,6.8889285,10.035723,13
381,M,1.1875,1.5,0.375,31.411246,11.4248485,7.01650125,9.2135875,13
382,I,0.95,1.275,0.3625,17.70426275,8.09378225,3.72795925,4.9611625,11
383,F,0.9375,1.25,0.3125,16.40018575,6.7188315,3.33106625,5.2446575,9
384,M,0.7125,0.9375,0.225,6.30776375,2.721552,1.2190285,2.26796,7
385,F,0.9875,1.2625,0.3625,17.70426275,7.0023265,3.84135725,5.953395,10
386,M,0.925,1.2125,0.35,16.40018575,7.314171,3.86970675,4.819415,9
387,I,0.7875,1.0625,0.275,10.27669375,4.9044635,2.48058125,2.6932025,7
388,F,1.1625,1.45,0.425,22.11261,10.16329575,5.8683465,5.5281525,11
389,M,0.65,0.875,0.225,5.3013565,2.211261,1.14815475,1.8427175,12
390,F,1.1875,1.5375,0.4,29.95124675,12.3887315,5.71242425,8.6465975,12
391,M,1.3125,1.6125,0.4125,38.68289275,20.0430965,7.994559,9.355335,10
392,F,1.2,1.5,0.4125,31.65221675,15.49300175,7.49844275,8.50485,9
393,F,1.375,1.8125,0.4875,49.25725625,25.3728025,11.60912025,13.60776,9
394,I,0.9375,1.2875,0.3125,14.52911875,6.4920355,3.58621175,4.3941725,8
395,M,1.125,1.425,0.4,25.51455,10.81533425,4.66349275,10.9145575,18
396,M,1.3,1.5875,0.4,35.6920205,17.293195,7.64019025,9.355335,12
397,F,1.2625,1.625,0.4375,44.4236665,21.36134825,9.05766525,9.4970825,10
398,F,1.125,1.45,0.4125,27.78251,9.42620875,3.7137845,10.77281,20
399,I,1.0125,1.3,0.2875,18.71067,8.34892775,3.72795925,4.9611625,8
400,F,1.3875,1.775,0.4625,43.1762885,15.762322,9.76640275,12.5021295,19
401,M,1.15,1.45,0.45,24.99008425,10.75863525,4.6209685,8.3631025,12
402,F,1.1,1.4,0.375,23.91280325,9.53960675,4.876114,7.654365,9
403,I,1.0625,1.45,0.4625,25.95396725,10.6310625,5.2446575,9.02931575,19
404,I,0.4375,0.625,0.1375,1.82854275,0.7654365,0.35436875,0.56699,5
405,F,1.1375,1.5125,0.4,33.1972645,15.195332,6.6054335,7.5126175,12
406,I,0.875,1.1125,0.25,12.7856245,4.9611625,2.608154,3.96893,7
407,M,1.2125,1.5,0.4375,30.5324115,11.8784405,7.3992195,9.922325,14
408,M,1.0625,1.325,0.4125,24.323871,10.47514025,6.78970525,6.80388,9
409,M,1.125,1.4375,0.325,21.885814,8.561549,4.479221,6.3786375,9
410,F,1.4625,1.8375,0.45,59.1654065,25.7696955,14.18892475,14.514944,11
411,F,1.2375,1.625,0.4,28.8314415,13.08329425,6.36446275,9.4970825,10
412,I,0.95,1.275,0.3125,14.5432935,6.73300625,3.67126025,4.9611625,8
413,F,1,1.2625,0.35,20.87940675,9.73805325,4.12485225,5.10291,10
414,M,1.4125,1.7625,0.425,43.02036625,19.6462035,10.149121,6.56290925,11
415,F,1.1,1.4125,0.4,27.328918,9.8939755,3.95475525,8.221355,18
416,M,1.2125,1.525,0.375,31.48211975,11.75086775,6.67630725,9.7805775,14
417,I,0.9625,1.25,0.325,16.68368075,6.44951125,3.912231,4.9611625,8
418,I,0.525,0.7,0.1625,2.381358,0.963883,0.66621325,0.850485,6
419,F,1.2,1.4875,0.425,31.127751,14.288148,6.33611325,8.50485,9
420,I,0.55,0.7,0.2,3.6003865,1.474174,0.680388,0.850485,5
421,I,0.825,1.0875,0.275,10.24834425,4.0539785,2.50893075,3.118445,7
422,F,1.1625,1.425,0.3875,27.03124825,11.0846545,6.76135575,7.7961125,13
423,I,1.0625,1.3,0.325,18.71067,8.561549,3.72795925,6.6621325,8
424,I,0.9375,1.175,0.3,13.53688625,5.6699,2.14038725,3.912231,9
425,M,1.15,1.525,0.3625,31.22697425,13.13999325,6.577084,8.788345,10
426,I,0.9,1.175,0.2875,15.5071765,6.2652395,3.061746,3.96893,8
427,F,1.2375,1.575,0.3875,36.61337925,15.932419,8.15048125,8.9300925,12
428,I,0.7125,0.925,0.225,6.7188315,2.721552,1.11980525,2.26796,6
429,F,1.2125,1.5625,0.425,34.0477495,13.62193475,7.3992195,9.02931575,14
430,F,1.2125,1.5,0.3875,35.777069,15.80484625,8.66077225,11.623295,16
431,I,0.7,0.925,0.25,7.10154975,3.005047,1.51669825,2.26796,7
432,I,0.7375,0.9,0.2125,6.4353365,2.36718325,1.77184375,1.984465,6
433,F,1,1.3625,0.3625,19.7029025,9.05766525,4.57844425,5.329706,8
434,M,1.125,1.4375,0.3875,24.73493875,10.47514025,6.87475375,7.5126175,11
435,F,1.15,1.5,0.425,32.16250775,13.947954,6.47786075,8.3631025,9
436,I,0.7625,1,0.2375,9.39785925,3.86970675,1.77184375,2.83495,7
437,F,1.1375,1.45,0.45,29.48348,11.4815475,6.22271525,8.221355,13
438,F,1.1125,1.425,0.4375,24.664065,10.21999475,6.1518415,8.50485,13
439,I,0.9875,1.2625,0.3375,16.37183625,6.73300625,3.04757125,4.9611625,11
440,M,0.6625,0.875,0.25,5.613201,2.11203775,1.28990225,1.85689225,11
441,I,0.725,0.9625,0.25,6.53455975,3.3168915,1.31825175,2.211261,7
442,I,0.975,1.25,0.325,19.447757,9.8372765,3.7137845,4.7343665,8
443,I,0.4125,0.5875,0.0625,0.963883,0.4819415,0.1417475,0.38271825,4
444,M,1.1125,1.425,0.3875,23.94115275,10.8578585,6.633783,6.23689,9
445,M,0.9625,1.2625,0.35,23.71435675,8.9300925,4.57844425,7.087375,13
446,F,1.2,1.575,0.4625,31.75144,15.97494325,6.2652395,8.51902475,11
447,M,1.125,1.375,0.3875,27.45649075,13.891255,6.3219385,6.80388,9
448,I,1,1.2375,0.3125,15.09610875,6.0951425,3.005047,5.2446575,8
449,F,1.0875,1.525,0.4125,26.69105425,12.133586,5.9250455,7.7961125,15
450,M,1.125,1.425,0.4375,28.76056775,10.149121,6.406987,9.2135875,14
451,F,1.1875,1.5,0.35,20.0997955,9.19941275,4.32329875,6.87475375,8
452,F,1.0625,1.325,0.375,19.43358225,8.83086925,5.20213325,6.3786375,16
453,I,0.7375,0.9375,0.2375,7.78193775,2.83495,1.587572,2.4097075,6
454,M,1.15,1.4375,0.4,27.499015,11.8784405,4.989512,8.50485,10
455,I,0.825,1.075,0.3,12.417081,5.91087075,2.79242575,3.5436875,16
456,I,1.125,1.4125,0.4,28.44872325,11.43902325,6.95980225,7.2291225,9
457,I,0.65,0.8375,0.225,5.62737575,2.1262125,1.757669,1.5592225,6
458,M,1.0625,1.3625,0.3125,21.72989175,8.32057825,4.63514325,5.2446575,14
459,I,0.9375,1.175,0.3125,14.118051,6.05261825,2.36718325,4.819415,8
460,I,0.8125,1.0375,0.275,9.19941275,4.6776675,1.644271,2.6932025,6
461,M,0.9875,1.225,0.35,18.71067,8.34892775,3.912231,4.819415,10
462,M,1.0625,1.35,0.35,22.622901,10.035723,5.2446575,6.87475375,8
463,M,1.025,1.3125,0.3625,22.4244545,10.77281,5.0178615,6.917278,8
464,M,0.8375,1.075,0.225,11.2547515,4.5075705,2.14038725,3.40194,7
465,M,0.8875,1.1125,0.3,12.74310025,5.62737575,2.778251,3.685435,8
466,M,1.0125,1.3125,0.4,21.885814,8.3064035,4.46504625,7.654365,11
467,F,1.05,1.325,0.4,19.901349,8.7032965,4.8477645,6.3786375,9
468,M,1.2,1.4875,0.4,30.71668325,13.90542975,7.01650125,8.788345,9
469,M,1.2125,1.5625,0.4375,35.777069,14.35902175,8.6465975,11.1980525,10
470,M,1.1875,1.5125,0.425,36.4291075,13.7495075,7.540967,13.60776,22
471,M,1.225,1.5,0.4125,34.189497,15.03940975,5.82582225,8.6465975,12
472,M,0.925,1.175,0.3,14.118051,6.123492,3.13261975,3.8271825,8
473,F,1.2625,1.625,0.425,33.46658475,13.87708025,6.747181,10.0640725,12
474,M,1.1,1.4125,0.375,28.066005,8.8733935,6.64795775,8.9300925,14
475,M,1.225,1.6125,0.3875,33.06969175,13.99047825,8.63242275,8.97261675,11
476,M,1.3125,1.675,0.4375,45.68521925,19.4761065,10.67358675,11.1980525,11
477,F,1.075,1.45,0.3625,25.44367625,10.02154825,5.726599,7.654365,11
478,M,1.1625,1.4875,0.3875,30.0221205,13.60776,6.7755305,9.07184,13
479,M,1.1875,1.5,0.375,28.33532525,13.664459,6.6054335,7.5126175,9
480,I,0.9,1.2,0.325,14.61416725,6.690482,2.721552,4.9611625,8
481,I,0.8625,1.1125,0.275,14.33067225,7.0023265,2.3530085,3.96893,8
482,F,1.2375,1.575,0.425,36.6559035,16.93882625,8.391452,11.056305,11
483,I,1.05,1.4375,0.35,22.77882325,10.149121,4.6209685,5.8116475,8
484,F,1.1875,1.5,0.4625,32.81454625,11.97766375,6.1518415,10.3475675,15
485,I,0.3,0.4625,0.1125,0.510291,0.21262125,0.15592225,0.1417475,4
486,F,1.175,1.5,0.4,32.2900805,15.5071765,6.5487345,8.6465975,9
487,M,1.175,1.55,0.4625,32.33260475,15.1669825,7.824462,8.1363065,9
488,F,0.975,1.2625,0.325,21.1203775,9.865626,3.72795925,5.2446575,8
489,M,1.05,1.375,0.3375,23.88445375,9.015141,4.09650275,7.767763,10
490,I,0.675,0.9,0.2125,5.8116475,2.0695135,1.31825175,1.984465,7
491,F,0.975,1.2625,0.325,17.349894,7.69688925,3.58621175,4.5642695,9
492,F,1.25,1.6,0.45,36.61337925,16.329312,9.015141,10.0640725,10
493,F,1,1.2875,0.3125,18.01610725,7.9095105,3.685435,5.386405,12
494,F,1.1375,1.5,0.4875,28.066005,11.8217415,6.2652395,8.50485,22
495,I,0.725,0.975,0.2125,7.1724235,3.01922175,1.4458245,2.1262125,7
496,F,1.3125,1.6375,0.4125,38.90968875,17.19397175,9.6104805,9.63883,10
497,F,0.9625,1.2125,0.3125,16.71203025,7.7394135,3.61456125,4.819415,12
498,M,1.0625,1.425,0.35,20.9502805,10.5176645,4.66349275,5.6699,9
499,F,1,1.225,0.325,19.901349,8.68912175,3.9405805,7.2291225,13
500,M,1.1875,1.6125,0.4375,32.44600275,15.06775925,6.917278,8.6465975,8
501,M,0.9125,1.1375,0.2625,11.793392,4.479221,2.381358,3.40194,9
502,F,1.025,1.3375,0.3125,19.17843675,8.46232575,4.01145425,5.54232725,10
503,M,1.5,1.925,0.55,70.66112875,35.5219235,14.7133905,16.5844575,12
504,I,0.775,1.05,0.1875,8.561549,3.912231,1.80019325,2.26796,8
505,M,1.1875,1.5375,0.4,31.241149,10.035723,7.41339425,10.20582,14
506,I,1.0375,1.325,0.325,22.52367775,9.6104805,4.7343665,6.23689,9
507,F,1.2125,1.5625,0.3875,35.777069,14.38737125,7.64019025,10.77281,11
508,F,1.1875,1.5,0.375,31.6096925,14.72756525,7.15824875,7.767763,10
509,F,1.0125,1.3125,0.3625,24.99008425,7.55514175,5.68407475,8.3631025,10
510,F,1.3125,1.5625,0.4125,42.354153,16.4710595,8.1363065,11.623295,17
511,F,1.0375,1.3125,0.3875,22.226008,8.51902475,5.4714535,8.0796075,13
512,F,1.275,1.5625,0.35,33.8776525,16.0174675,8.29222875,9.07184,11
513,F,1.1125,1.4125,0.375,21.50309575,9.2702865,4.252425,6.520385,9
514,I,0.75,0.975,0.25,7.9095105,3.35941575,1.6159215,2.26796,7
515,M,1.2,1.425,0.3875,26.308336,10.84368375,5.40057975,8.50485,11
516,I,0.9625,1.25,0.3,14.69921575,6.13766675,2.9766975,4.53592,7
517,F,1.1375,1.5375,0.475,37.98833,14.855138,9.015141,11.90679,14
518,F,1.3125,1.675,0.4875,44.97648175,20.45416425,10.432616,12.2186345,11
519,M,1.075,1.4125,0.3625,25.50037525,10.6877615,5.03203625,6.633783,10
520,F,1.2625,1.5625,0.3875,34.77066175,16.37183625,7.881161,9.4970825,9
521,I,1,1.275,0.2875,16.0741665,8.7032965,3.75630875,4.1106775,8
522,M,1.3,1.625,0.4375,36.5425055,18.12950525,8.34892775,9.922325,11
523,M,1.375,1.7125,0.5125,67.5001595,16.782904,14.911837,29.10076175,13
524,I,0.55,0.7875,0.175,3.6003865,1.2757275,0.8788345,0.9922325,6
525,I,0.5,0.6875,0.1625,2.438057,0.97805775,0.52446575,0.7087375,6
526,F,1.2375,1.5625,0.3875,36.55668025,12.47378,8.391452,13.7495075,20
527,M,1.025,1.3625,0.375,23.79940525,11.26892625,5.68407475,5.6699,12
528,I,0.7875,1.0375,0.25,9.73805325,4.77689075,1.7860185,2.664853,6
529,M,1.15,1.475,0.375,32.31843,11.8217415,6.1518415,7.654365,9
530,I,1.0375,1.3125,0.3375,22.04173625,11.07047975,4.37999775,6.3786375,8
531,M,0.925,1.2125,0.2875,13.05494475,5.37223025,3.345241,4.2807745,9
532,F,0.8375,1.1125,0.3125,11.94931425,5.82582225,2.8066005,3.2601925,7
533,M,1.2,1.5,0.4,34.99745775,16.5844575,7.89533575,8.9300925,12
534,M,0.9125,1.175,0.2875,14.118051,6.293589,3.35941575,3.96893,9
535,M,0.8125,1.05,0.25,9.4970825,4.49339575,1.814368,2.9766975,7
536,M,1.225,1.575,0.425,30.83008125,12.3887315,5.8683465,9.922325,8
537,M,1.225,1.5625,0.375,31.2694985,12.48795475,6.010094,9.07184,15
538,M,0.6875,0.925,0.25,6.30776375,2.65067825,1.37495075,3.118445,10
539,I,0.95,1.25,0.3,16.896302,7.24329725,3.118445,4.1106775,9
540,I,0.8375,1.125,0.275,11.94931425,5.82582225,2.42388225,3.8271825,8
541,I,0.675,0.9375,0.2375,7.18659825,3.18931875,1.63009625,1.91359125,6
542,I,1.125,1.4375,0.375,22.97726975,10.21999475,5.7549485,7.654365,9
543,I,0.6125,0.8,0.1875,4.3941725,1.8427175,1.020582,1.2757275,6
544,I,0.325,0.475,0.1375,0.89300925,0.29766975,0.18427175,0.35436875,5
545,I,1.1125,1.4,0.4125,24.76328825,11.736693,5.159609,7.37087,9
546,M,1.25,1.6,0.45,38.782116,14.514944,9.53960675,14.2597985,16
547,F,1.1375,1.5125,0.4125,30.43318825,12.3887315,5.8116475,9.355335,17
548,I,0.6125,0.8,0.1875,4.309124,2.05533875,0.907184,1.2757275,6
549,I,0.7875,1,0.25,9.25611175,3.24601775,1.80019325,2.9766975,7
550,F,1.275,1.6125,0.4625,44.5370645,18.824068,10.4042665,11.4815475,11
551,M,1.2375,1.55,0.4125,31.96406125,13.5794105,6.56290925,10.0640725,11
552,F,1.2,1.55,0.375,31.00017825,13.53688625,6.08096775,9.128539,11
553,I,0.825,1.1,0.3125,10.41844125,4.49339575,2.33883375,3.40194,8
554,M,0.875,1.175,0.3625,16.45688475,5.1312595,3.6003865,5.6699,14
555,M,1.275,1.6125,0.4375,37.137845,12.60135275,8.49067525,11.056305,16
556,M,1.25,1.5625,0.4375,34.189497,16.44271,6.70465675,10.489315,10
557,I,0.725,0.975,0.2375,9.11436425,4.9044635,1.74349425,2.6365035,7
558,I,1.0125,1.3125,0.3125,16.1308655,6.78970525,4.1106775,5.2446575,9
559,I,0.45,0.575,0.1375,1.6159215,0.737087,0.35436875,0.5953395,5
560,I,0.675,0.9125,0.225,6.30776375,2.3530085,1.644271,2.1262125,7
561,M,1.45,1.8375,0.5375,60.66793,26.251637,11.89261525,17.59086475,11
562,F,1.25,1.5875,0.4125,32.92794425,14.92601175,6.39281225,8.6465975,10
563,M,1.1625,1.475,0.4125,25.8263945,8.91591775,4.1106775,10.6310625,16
564,M,1.15,1.475,0.4,28.91649,11.12717875,5.556502,9.2135875,13
565,I,0.875,1.0875,0.275,10.6877615,4.7910655,1.984465,2.9766975,9
566,I,0.2625,0.35,0.0625,0.49611625,0.1417475,0.09922325,0.1417475,4
567,M,1.125,1.4,0.375,22.6512505,9.525432,4.3374735,6.9456275,10
568,I,0.375,0.525,0.1125,1.45999925,0.3685435,0.3118445,0.3685435,5
569,I,0.4375,0.6125,0.125,1.91359125,0.8788345,0.66621325,0.56699,5
570,I,0.95,1.2375,0.3125,16.34348675,6.8322295,3.75630875,4.3941725,9
571,I,0.75,1,0.2375,8.3631025,3.7137845,2.0128145,2.551455,7
572,F,1.2875,1.6375,0.4375,37.98833,17.02387475,6.42116175,10.3475675,14
573,F,1.3125,1.675,0.425,37.9032815,17.4349425,8.60407325,10.20582,11
574,F,1.1,1.4375,0.4125,27.8675585,8.845044,5.17378375,9.76640275,17
575,M,1.1,1.4375,0.3375,24.50814275,10.75863525,5.68407475,7.2291225,12
576,F,0.975,1.2875,0.3375,18.030282,7.030676,5.62737575,4.9611625,12
577,F,1.2,1.55,0.375,36.740952,16.9246515,8.391452,9.07184,13
578,I,0.7625,0.95,0.2,9.73805325,6.33611325,1.77184375,2.324659,7
579,I,0.8625,1.1375,0.3125,12.984071,5.556502,2.99087225,3.685435,8
580,F,1.225,1.5625,0.425,29.5118295,10.36174225,6.90310325,8.6465975,11
581,M,1.0625,1.375,0.4,25.69882175,7.200773,5.5281525,8.221355,10
582,F,0.8625,1.0625,0.325,10.41844125,3.69960975,2.891649,3.5436875,14
583,F,1.1875,1.5,0.4,32.31843,14.92601175,7.24329725,8.9300925,10
584,I,0.9125,1.15,0.35,14.81261375,5.71242425,2.721552,4.6776675,8
585,I,0.575,0.7375,0.2,3.55786225,1.77184375,0.9922325,1.2190285,9
586,I,0.5625,0.75,0.1875,4.12485225,1.68679525,0.94970825,1.247378,6
587,F,0.825,1.0625,0.2625,10.44679075,4.32329875,2.2963095,3.5436875,7
588,I,0.8125,1.025,0.25,8.00873375,3.95475525,1.587572,2.6932025,7
589,M,0.875,1.1875,0.35,13.8062065,5.71242425,3.175144,4.53592,10
590,F,1.375,1.7,0.425,44.395317,24.6924145,10.9712565,9.07184,9
591,I,0.9375,1.2375,0.35,18.540573,7.75358825,4.706017,4.7910655,8
592,M,1.125,1.4375,0.4125,30.674159,13.08329425,5.40057975,8.50485,11
593,I,0.95,1.2375,0.3375,14.55746825,6.293589,3.3735905,4.53592,11
594,M,1.025,1.3,0.375,20.97863,8.3064035,4.40834725,5.499803,8
595,M,1.075,1.375,0.375,24.81998725,13.05494475,5.48562825,6.3786375,9
596,M,1.2875,1.6,0.425,38.08755325,14.4298955,9.015141,11.056305,19
597,M,1.125,1.4375,0.375,27.68328675,14.04717725,5.613201,7.04485075,9
598,I,0.9375,1.25,0.3,15.9607685,7.15824875,3.41611475,4.53592,8
599,I,0.675,0.9,0.225,5.08873525,1.927766,1.09145575,1.70097,7
600,F,1.2125,1.5875,0.4625,37.1094955,17.08057375,7.98038425,11.623295,13
601,F,1.075,1.3625,0.4,21.8007655,7.35669525,4.46504625,5.6699,12
602,M,1.1125,1.45,0.375,30.94347925,14.21727425,7.01650125,8.788345,10
603,I,1.1125,1.4125,0.3625,23.99785175,9.28446125,4.37999775,7.087375,10
604,I,0.925,1.175,0.25,13.53688625,6.10931725,2.31048425,3.75630875,7
605,I,0.9,1.1875,0.275,14.628342,7.087375,2.48058125,3.69960975,7
606,I,0.8875,1.2125,0.3125,13.08329425,6.73300625,3.13261975,3.96893,8
607,I,0.9125,1.1875,0.3125,16.726205,9.90815025,3.04757125,4.1106775,7
608,I,0.525,0.675,0.2,3.96893,1.26155275,0.80796075,0.963883,6
609,F,1.125,1.425,0.4,24.79163775,10.90038275,6.78970525,7.087375,13
610,I,0.675,0.9125,0.1875,5.59902625,2.11203775,1.17650425,1.984465,6
611,I,1,1.3125,0.3375,19.83047525,9.05766525,3.95475525,5.03203625,8
612,I,0.675,0.9125,0.2125,6.4920355,2.6365035,1.77184375,1.984465,7
613,M,1.2375,1.575,0.425,38.14425225,18.12950525,9.05766525,8.3631025,11
614,F,1.3625,1.7125,0.45,48.7327905,23.5584345,10.90038275,12.0485375,12
615,I,0.7875,1.0625,0.275,10.9145575,5.14543425,2.22543575,2.551455,7
616,I,0.5,0.6875,0.1875,3.92640575,1.74349425,0.77961125,1.00640725,5
617,M,1.1875,1.55,0.425,30.277266,14.58581775,6.747181,7.881161,9
618,M,1.025,1.3125,0.35,21.829115,9.87980075,4.9044635,6.0951425,9
619,I,0.85,1.1,0.3,13.2392165,6.6054335,2.4664065,3.8271825,8
620,F,1.1,1.4,0.375,26.3933845,9.525432,5.06038575,8.221355,12
621,M,0.7,0.9375,0.2375,7.21494775,3.2601925,1.63009625,1.927766,7
622,F,0.6875,0.9125,0.2125,6.0384435,2.45223175,1.54504775,1.984465,12
623,M,1.3125,1.6875,0.425,39.5265765,17.690088,6.80388,11.056305,12
624,M,1.2,1.5875,0.4375,31.581343,13.96212875,7.767763,8.50485,11
625,F,1.25,1.65,0.5125,44.22522,18.27125275,8.88756825,13.3526145,11
626,M,1.225,1.5625,0.375,32.0065855,14.5432935,7.41339425,7.087375,9
627,M,1.3,1.6625,0.4625,36.3576615,15.762322,9.28446125,10.20582,11
628,I,1.125,1.45,0.375,27.158821,11.8784405,4.989512,8.221355,8
629,I,0.8125,1.125,0.275,11.736693,5.953395,2.5231055,2.83495,8
630,I,0.5375,0.7125,0.175,3.35941575,1.417475,0.75126175,0.9922325,6
631,F,0.9625,1.275,0.3375,18.80989325,8.391452,3.2601925,5.8116475,15
632,F,1.425,1.875,0.5375,57.606184,24.6924145,12.68640125,16.08834125,10
633,I,1.15,1.4375,0.3625,24.28134675,11.963489,4.97533725,7.087375,9
634,F,1.425,1.8125,0.4875,47.400364,24.73493875,10.50348975,12.85649825,9
635,F,1.4125,1.75,0.45,43.02036625,18.92329125,10.50348975,11.7650425,12
636,F,1.2875,1.5875,0.4125,36.85435,17.10892325,8.83086925,9.1568885,10
637,M,1.0875,1.425,0.3875,28.02348075,12.927372,6.10931725,7.654365,10
638,I,0.6875,0.9625,0.225,6.180191,2.22543575,1.45999925,1.984465,7
639,F,1.35,1.675,0.4875,54.81375825,22.5945515,10.70193625,15.6772735,11
640,I,1.175,1.55,0.375,28.803092,13.19669225,7.3992195,7.93786,12
641,I,0.7375,1.025,0.275,8.674947,3.798833,1.88524175,2.551455,8
642,F,1.1125,1.4,0.4,25.51455,11.43902325,4.4508715,8.50485,11
643,I,0.7625,1,0.275,8.80251975,3.69960975,1.6159215,2.6932025,7
644,I,1.125,1.4375,0.325,26.0531905,11.92096475,5.4714535,6.690482,9
645,I,0.8375,1.125,0.25,10.716111,5.8683465,2.551455,3.2601925,7
646,F,0.9,1.15,0.3125,14.07552675,6.7188315,3.50116325,4.6776675,12
647,M,1.025,1.325,0.375,19.1926115,8.37727725,3.96893,5.3013565,9
648,I,1,1.3125,0.35,20.87940675,9.87980075,4.5642695,6.0951425,12
649,M,1.125,1.45,0.3625,26.6201805,11.12717875,5.3013565,7.3425205,9
650,M,1.125,1.4375,0.3875,26.308336,10.98543125,6.917278,7.5126175,11
