id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight
15336,F,1.475,1.1125,0.4125,24.720764,10.16329575,4.3374735,6.80388
15337,F,1.6625,1.2625,0.4125,39.02308675,16.3576615,8.164656,10.0640725
15338,F,1.625,1.2625,0.55,55.06890375,16.726205,10.6310625,22.11261
15339,F,1.225,0.925,0.3125,14.35902175,7.2858215,2.84912475,3.96893
15340,I,0.6375,0.45,0.1625,2.16873675,0.793786,0.56699,0.7654365
15341,F,1.4125,1.1,0.4125,31.127751,12.3887315,7.9662095,9.07184
15342,M,1.1,0.8625,0.325,10.41844125,3.86970675,1.85689225,3.40194
15343,I,1.0375,0.85,0.2625,10.375917,4.46504625,1.984465,3.5436875
15344,F,1.2,0.975,0.325,15.87572,5.51397775,3.44446425,4.35164825
15345,I,1.2875,1.0,0.3125,19.9863975,8.618248,3.81300775,6.23689
15346,M,1.4625,1.1375,0.4125,26.54930675,12.47378,7.6827145,8.0796075
15347,F,1.0,0.75,0.25,9.25611175,3.98310475,1.927766,3.118445
15348,I,0.7875,0.575,0.2,3.628736,1.417475,0.80796075,1.23320325
15349,M,1.35,1.025,0.3875,21.55979475,8.71747125,4.63514325,7.2291225
15350,F,1.4375,1.1125,0.375,24.76328825,8.731646,5.62737575,7.087375
15351,I,1.3375,1.05,0.35,21.885814,10.75863525,4.69184225,7.37087
15352,I,0.9375,0.6875,0.25,6.27941425,3.005047,1.48834875,1.71514475
15353,F,1.35,1.0625,0.325,23.7285315,11.8784405,5.40057975,6.6621325
15354,M,1.675,1.3375,0.425,45.7277435,22.1976585,9.76640275,13.891255
15355,F,1.6375,1.2625,0.425,38.158427,18.01610725,8.40562675,9.355335
15356,F,1.8125,1.4,0.5375,51.5110415,19.94387325,11.226402,17.0380495
15357,I,0.825,0.6625,0.225,5.82582225,2.721552,1.0489315,1.984465
15358,F,1.625,1.3125,0.4625,46.13881125,16.68368075,9.015141,13.04077
15359,F,1.725,1.3,0.5125,49.32813,19.731252,9.015141,13.324265
15360,F,1.2125,0.9375,0.3125,14.81261375,5.896696,3.9405805,4.3941725
15361,I,1.525,1.225,0.4125,34.37376875,13.6928085,5.8116475,9.355335
15362,F,1.55,1.2,0.4125,33.8776525,13.67863375,7.27164675,8.9300925
15363,F,1.6125,1.2625,0.4125,38.6403685,16.44271,8.845044,11.01378075
15364,F,1.4375,1.125,0.425,28.81726675,12.6722265,5.046211,7.7961125
15365,I,1.0875,0.8625,0.2625,11.94931425,4.9611625,2.494756,3.3168915
15366,M,1.6875,1.325,0.4625,44.22522,19.6462035,8.4765005,14.3164975
15367,F,1.6375,1.3625,0.4875,39.34269875,13.99047825,8.80251975,12.190285
15368,F,1.3125,1.0375,0.425,22.97726975,8.94426725,5.08873525,6.80388
15369,F,1.6625,1.3625,0.4875,38.51279575,15.66309875,8.80251975,14.0330025
15370,M,1.5375,1.1625,0.45,29.596878,12.60135275,7.597666,7.881161
15371,I,1.3,1.0,0.3625,20.00057225,9.7805775,3.912231,5.03203625
15372,I,1.3125,0.9375,0.3125,15.35125425,6.973977,3.18931875,4.6776675
15373,I,1.075,0.8,0.25,10.886208,5.08873525,1.927766,2.9766975
15374,M,1.5,1.175,0.375,30.94347925,14.67086625,7.6827145,7.5126175
15375,I,0.7375,0.55,0.175,3.01922175,1.34660125,0.83631025,0.9922325
15376,M,1.3625,1.05,0.3125,26.01066625,12.47378,5.783298,6.80388
15377,F,1.475,1.1875,0.4125,32.601925,16.3009625,6.577084,7.93786
15378,M,1.425,1.0125,0.375,26.1098895,11.07047975,5.42892925,8.15048125
15379,I,0.4375,0.3,0.1125,0.737087,0.41106775,0.15592225,0.26932025
15380,M,1.125,0.825,0.3375,10.33339275,4.5075705,2.42388225,2.9766975
15381,I,1.2,0.925,0.3125,14.911837,6.81805475,2.8632995,4.6776675
15382,F,1.5125,1.25,0.4125,32.44600275,13.42348825,6.3219385,10.6310625
15383,I,1.275,0.95,0.3125,14.004653,6.9456275,3.2601925,3.685435
15384,F,1.4625,1.275,0.4375,34.68561325,13.25339125,7.52679225,9.2135875
15385,I,1.2125,0.95,0.325,17.78931125,8.1930055,3.81300775,5.2446575
15386,I,1.1875,0.9,0.2875,13.02659525,6.16601625,2.4664065,3.96893
15387,M,1.725,1.375,0.4875,63.389482,32.13415825,12.47378,18.200379
15388,M,1.525,1.225,0.4125,36.457457,13.9196045,9.45455825,9.922325
15389,F,1.425,1.0875,0.375,24.5790165,10.87203325,5.40057975,6.80388
15390,I,0.9,0.675,0.2375,6.406987,2.6365035,1.31825175,1.984465
15391,F,1.375,1.0625,0.35,20.921931,10.432616,3.9405805,4.819415
15392,I,0.875,0.65,0.225,5.25883225,2.53728025,1.11980525,1.5592225
15393,I,1.0375,0.8125,0.275,9.99319875,4.74854125,2.08368825,3.005047
15394,F,1.575,1.2375,0.3875,33.3673615,14.92601175,8.68912175,9.7805775
15395,M,1.8,1.4375,0.4625,54.260943,25.98231675,13.380964,13.60776
15396,M,1.4875,1.15,0.3875,31.19862475,11.72251825,6.4920355,8.6465975
15397,I,1.2625,1.0,0.3375,17.02387475,6.7755305,4.025629,5.2446575
15398,I,1.25,0.95,0.25,15.3937785,6.73300625,2.948348,4.15320175
15399,M,1.5125,1.2,0.425,35.3518265,11.1413535,7.15824875,12.0485375
15400,F,1.6625,1.3375,0.4375,39.972795,19.447757,8.674947,11.4815475
15401,M,1.4125,1.1125,0.3875,25.86891875,11.49572225,5.783298,7.087375
15402,F,1.6,1.225,0.375,31.18445,13.6361095,6.42116175,9.4970825
15403,M,1.625,1.2875,0.4875,37.42134,16.8679525,6.010094,13.7495075
15404,M,1.3625,1.1,0.3625,26.3366855,10.61688775,6.80388,7.5126175
15405,F,1.7125,1.375,0.5,47.410852,20.751834,11.396499,12.82814875
15406,F,1.15,0.8875,0.275,12.74310025,5.1312595,2.50893075,3.5436875
15407,M,1.425,1.1625,0.375,26.308336,10.829509,5.8683465,7.7961125
15408,M,1.775,1.425,0.45,53.29706,27.22969475,13.60776,12.3320325
15409,F,1.4,1.1,0.3625,22.97726975,9.36950975,5.1879585,7.37087
15410,I,1.1,0.9125,0.25,12.984071,5.37223025,2.5231055,3.69960975
15411,I,1.1875,0.9,0.25,14.118051,5.96756975,2.45223175,4.6776675
15412,I,0.9,0.6875,0.2125,7.1724235,3.005047,1.51669825,2.19708625
15413,M,1.125,0.825,0.2875,14.2030995,5.74077375,2.42388225,3.2601925
15414,M,1.5125,1.1375,0.45,31.6096925,12.23280925,7.75358825,9.39785925
15415,F,0.925,0.6875,0.25,6.30776375,2.6932025,1.31825175,2.1262125
15416,M,1.5625,1.2125,0.525,42.807745,18.824068,9.7238785,12.3320325
15417,M,1.4,1.075,0.3625,25.51455,12.47378,5.74077375,7.7961125
15418,I,1.225,0.9375,0.2875,17.84601025,7.3425205,3.6003865,4.9611625
15419,M,1.5,1.2125,0.3875,28.8314415,13.13999325,5.6982495,7.654365
15420,M,1.525,1.175,0.4375,30.43318825,12.587178,6.3786375,9.07184
15421,F,1.075,0.825,0.3125,12.813974,4.8477645,2.5231055,4.6776675
15422,M,1.5375,1.2375,0.45,36.4291075,17.10892325,8.20718025,8.9300925
15423,F,1.625,1.2375,0.45,36.3157095,16.159215,8.4765005,10.489315
15424,I,1.3,1.0125,0.3,17.179797,8.94426725,3.8838815,5.10291
15425,F,1.6125,1.275,0.475,37.137845,16.045817,7.9662095,10.77281
15426,F,1.5375,1.1875,0.3625,32.715323,16.726205,6.22271525,7.7961125
15427,M,1.575,1.2125,0.4875,31.1561005,13.154168,7.7394135,9.2135875
15428,I,1.175,0.8375,0.3125,13.53688625,5.96756975,2.31048425,3.8271825
15429,F,1.525,1.225,0.4125,30.1922175,11.679994,6.05261825,9.07184
15430,F,1.2625,0.975,0.3,17.70426275,7.01650125,3.061746,5.5281525
15431,F,1.4125,1.0625,0.35,25.51455,11.80756675,5.2446575,6.7755305
15432,I,1.3875,1.0875,0.3375,19.97222275,9.695529,4.422522,5.726599
15433,I,1.1,0.8375,0.25,11.169703,4.94698775,2.041164,3.005047
15434,I,1.1625,0.9,0.2625,13.36678925,5.443104,3.061746,4.53592
15435,M,1.4875,1.1625,0.375,27.65493725,11.793392,6.78970525,6.6621325
15436,I,1.2875,0.975,0.3125,22.58037675,10.4609655,5.59902625,5.10291
15437,M,1.375,1.0875,0.375,22.12678475,9.05766525,3.6570855,8.3631025
15438,I,0.525,0.375,0.125,1.1623295,0.5386405,0.3685435,0.3685435
15439,F,1.1875,0.9375,0.3375,13.551061,5.74077375,2.948348,4.3941725
15440,F,1.6125,1.2125,0.425,32.16250775,12.85649825,7.95203475,8.77417025
15441,I,1.025,0.7875,0.2625,8.57572375,3.89805625,2.25378525,2.83495
15442,M,1.4,1.1125,0.3625,23.43086175,10.4609655,4.60679375,6.3786375
15443,F,1.5875,1.2625,0.375,36.61337925,18.18620425,8.164656,10.489315
15444,F,1.65,1.25,0.45,36.61337925,16.23008875,8.4198015,11.056305
15445,I,0.9,0.675,0.2125,5.8116475,2.11203775,1.17650425,1.984465
15446,I,0.9875,0.725,0.225,9.08601475,4.46504625,1.80019325,2.26796
15447,I,0.3875,0.2375,0.1,0.49611625,0.18427175,0.1417475,0.170097
15448,I,1.125,0.8375,0.3125,13.99047825,6.123492,3.3735905,3.96893
15449,M,1.375,1.1375,0.4125,27.1304715,8.561549,5.4714535,10.0640725
15450,F,1.4625,1.1875,0.4,29.44095575,12.813974,7.37087,8.9300925
15451,I,1.2125,0.9125,0.275,16.25843825,7.7394135,3.61456125,4.706017
15452,I,1.0375,0.775,0.2625,10.0073735,4.56290925,2.65067825,2.93417325
15453,M,0.875,0.6625,0.2375,5.59902625,2.11203775,1.5025235,1.984465
15454,M,1.1875,0.9375,0.2875,13.36678925,5.443104,2.8066005,4.819415
15455,F,1.5,1.1875,0.4375,34.5013415,16.85377775,7.66853975,8.3631025
15456,M,1.575,1.225,0.4375,35.62114675,15.422128,8.4198015,10.6310625
15457,M,1.2625,1.0125,0.3375,20.22736825,7.78193775,4.12485225,5.953395
15458,M,1.55,1.1875,0.425,30.1355185,13.5794105,6.90310325,8.23552975
15459,I,1.1875,0.9,0.325,16.42853525,7.7961125,3.27436725,4.9611625
15460,M,1.5625,1.2125,0.45,37.54891275,17.3215445,8.46232575,9.7805775
15461,M,1.3875,1.1,0.475,28.61882025,10.829509,4.57844425,10.0640725
15462,I,0.8,0.6125,0.1875,4.932813,1.91359125,1.00640725,1.2757275
15463,M,1.625,1.3125,0.475,49.68249875,21.89998875,11.49572225,14.17475
15464,M,1.35,1.1125,0.35,26.54930675,12.303683,5.216308,6.16601625
15465,I,1.475,1.1875,0.4,27.79668475,11.169703,5.57067675,10.2341695
15466,M,1.65,1.325,0.4,39.19318375,18.5122235,7.89533575,9.7805775
15467,I,1.0625,0.8375,0.2625,10.02154825,4.46504625,2.25378525,2.9766975
15468,I,0.9,0.675,0.225,6.577084,3.345241,1.23320325,1.8427175
15469,F,1.3625,1.0125,0.475,24.73493875,7.8528115,5.59902625,11.056305
15470,F,1.6125,1.3125,0.5375,38.55532,15.03940975,7.257472,11.623295
15471,F,1.375,1.0625,0.3375,21.9708625,9.8372765,4.52174525,7.2291225
15472,I,1.2,0.925,0.35,14.07552675,6.066793,2.9199985,3.685435
15473,I,1.175,0.875,0.3125,11.80756675,4.5075705,2.8066005,3.2601925
15474,I,0.8875,0.6875,0.2125,5.8116475,2.05533875,0.963883,1.984465
15475,F,1.225,0.9625,0.3375,19.20678625,7.711064,4.082328,5.2446575
15476,F,1.6375,1.325,0.475,41.48949325,16.68368075,8.7599955,11.24057675
15477,F,1.4625,1.1,0.3875,28.292801,12.643877,5.68407475,7.7961125
15478,M,1.4,1.0625,0.3875,24.1821235,8.6465975,4.53592,8.50485
15479,M,1.4875,1.1875,0.4125,28.8314415,13.9196045,6.4920355,6.3786375
15480,I,0.6875,0.5125,0.2125,3.35941575,1.587572,0.8788345,0.9922325
15481,F,1.4,1.0875,0.3625,25.16018125,11.453198,6.44951125,7.2291225
15482,M,1.6125,1.25,0.4375,39.179009,20.6100865,8.60407325,9.355335
15483,I,1.1875,0.925,0.3375,15.762322,7.994559,2.87747425,4.762716
15484,I,0.6375,0.475,0.175,2.31048425,0.8788345,0.66621325,0.8788345
15485,M,1.6625,1.3125,0.4625,44.9906565,20.9502805,8.63242275,11.1980525
15486,F,1.5875,1.1625,0.4,35.0116325,16.0174675,8.57572375,8.0796075
15487,F,1.4,1.125,0.3625,24.6357155,12.1619355,5.8683465,5.5281525
15488,F,1.55,1.2,0.4625,33.35862775,12.8990225,9.22776225,10.0640725
15489,M,1.3125,1.0375,0.35,20.0997955,7.10154975,4.32329875,7.087375
15490,I,1.425,1.1,0.35,24.87668625,11.97766375,6.180191,6.80388
15491,I,0.925,0.7125,0.225,6.30776375,2.65067825,1.6159215,2.1262125
15492,F,1.2875,1.0,0.325,18.9658155,7.484268,4.819415,5.10291
15493,I,0.9625,0.75,0.25,7.55514175,3.75630875,1.74349425,2.1262125
15494,F,0.875,0.6625,0.225,6.30776375,2.6932025,1.70097,1.5592225
15495,I,1.2625,1.0,0.3125,18.89494175,7.44174375,3.798833,7.2291225
15496,I,1.1875,0.8875,0.3,14.004653,6.76135575,2.36718325,4.252425
15497,F,1.575,1.2875,0.4,33.92017675,14.44407025,7.86698625,10.489315
15498,I,0.8625,0.675,0.1875,5.40057975,2.041164,1.34660125,1.8427175
15499,M,1.5625,1.2625,0.4375,33.89182725,13.99047825,7.3425205,9.355335
15500,F,1.375,1.05,0.3375,20.638436,9.865626,4.025629,6.23689
15501,M,1.3,1.0,0.3125,20.28406725,7.64019025,4.4508715,6.23689
15502,M,1.4375,1.125,0.4,29.1149365,12.47378,7.257472,8.0796075
15503,I,0.7875,0.5875,0.2375,4.43669675,1.65844575,1.1623295,1.530873
15504,I,0.9625,0.7125,0.2125,8.51902475,3.44446425,1.80019325,1.927766
15505,M,1.5625,1.1875,0.3625,29.596878,12.00601325,8.0796075,8.0796075
15506,I,1.4,1.0875,0.3375,21.64484325,9.8372765,3.72795925,6.0951425
15507,M,1.275,0.9625,0.325,17.08057375,9.8372765,3.64291075,4.252425
15508,M,1.425,1.1375,0.325,26.705229,11.69416875,5.74077375,7.5126175
15509,M,1.6125,1.225,0.425,33.29648775,14.92601175,8.0229085,8.9300925
15510,I,1.0625,0.775,0.2375,9.19941275,4.4508715,1.4458245,2.6932025
15511,I,0.7875,0.575,0.2,4.7910655,1.984465,0.963883,1.20485375
15512,I,0.725,0.525,0.1875,2.8066005,1.26155275,0.623689,0.9922325
15513,F,1.6125,1.2625,0.475,37.15201975,13.60776,7.41339425,11.1980525
15514,F,1.3375,1.05,0.375,20.87940675,9.42620875,4.8477645,6.0951425
15515,I,1.3,0.9875,0.2875,16.839603,7.69688925,3.58621175,4.7343665
15516,I,0.925,0.725,0.225,5.613201,2.36718325,1.304077,1.8427175
15517,F,1.4375,1.075,0.375,24.720764,10.41844125,4.89028875,7.35669525
15518,M,1.5625,1.2125,0.3875,32.0065855,14.401546,6.30776375,8.221355
15519,M,1.1375,0.8875,0.2875,12.7856245,5.4147545,2.494756,3.685435
15520,M,1.4125,1.125,0.3625,26.20911275,11.793392,4.03980375,8.50485
15521,I,0.8375,0.6375,0.1875,4.2807745,2.26796,1.14815475,1.2757275
15522,I,1.3,0.9625,0.3125,16.40018575,6.7188315,3.345241,5.386405
15523,F,1.625,1.2375,0.425,36.61337925,15.7339725,8.26387925,10.6310625
15524,M,1.375,1.075,0.375,24.79163775,8.63242275,6.30776375,7.654365
15525,M,1.3125,0.9625,0.35,17.42076775,7.47009325,3.685435,5.2446575
15526,F,1.475,1.15,0.3625,26.2232875,10.77281,6.25106475,7.7961125
15527,F,1.2375,1.0125,0.3625,19.504456,7.087375,4.63514325,5.5281525
15528,M,1.3125,1.0375,0.35,18.01610725,9.6671795,3.175144,5.5281525
15529,I,1.25,1.0,0.3375,20.87940675,9.14271375,3.98310475,6.23689
15530,F,1.4,1.1,0.375,23.88445375,9.62465525,5.42892925,7.087375
15531,I,1.35,1.0375,0.3375,20.70930975,9.865626,4.01145425,4.80524025
15532,I,1.475,1.15,0.325,27.612413,12.8423235,6.22271525,7.10154975
15533,I,1.1875,0.925,0.275,14.004653,6.76135575,2.6932025,4.252425
15534,F,1.3625,1.075,0.35,19.94387325,9.1001895,3.8838815,5.386405
15535,I,1.2625,0.9875,0.3375,16.4143605,7.10154975,3.52951275,4.819415
15536,M,0.6625,0.5,0.15,2.67902775,1.20485375,0.52446575,0.850485
15537,F,1.4375,1.125,0.35,22.0275615,8.561549,5.71242425,7.087375
15538,M,1.625,1.3125,0.4375,41.23434775,16.612807,9.53960675,11.7650425
15539,M,1.6125,1.2,0.475,40.83745475,15.46465225,8.0796075,10.19164525
15540,I,0.925,0.6875,0.25,6.0951425,2.67902775,1.34660125,1.644271
15541,I,1.425,1.125,0.4125,22.1976585,9.76640275,4.989512,6.23689
15542,M,1.625,1.275,0.5125,41.23434775,18.21455375,8.57572375,12.190285
15543,F,1.55,1.2,0.4125,35.3518265,13.60776,7.66853975,9.7805775
15544,M,1.3,1.0125,0.3625,18.4555245,8.1930055,3.67126025,5.953395
15545,I,1.05,0.8375,0.3125,11.43902325,4.9611625,2.14038725,3.572037
15546,I,0.9,0.6875,0.225,5.386405,2.6932025,1.3891255,2.154562
15547,F,1.6,1.2875,0.4375,35.98969025,14.911837,8.5898985,10.489315
15548,M,1.5625,1.2,0.425,34.5580405,14.72756525,7.9662095,10.489315
15549,I,0.7375,0.55,0.225,3.572037,1.77184375,0.80796075,0.94970825
15550,I,1.4375,1.125,0.3625,22.0275615,8.3064035,4.60679375,7.654365
15551,M,1.7875,1.4,0.525,56.14618475,22.8213475,10.8578585,16.5844575
15552,I,1.1875,0.8875,0.3125,12.4454305,5.10291,2.8066005,3.96893
15553,I,0.875,0.65,0.2375,6.27941425,2.67902775,1.68679525,2.16873675
15554,I,1.175,0.8875,0.2625,14.2030995,6.13766675,2.62232875,3.96893
15555,F,1.525,1.25,0.375,32.16250775,12.94154675,6.917278,9.85145125
15556,I,1.125,0.875,0.2875,11.509897,4.706017,2.82077525,3.9405805
15557,M,1.2875,1.05,0.325,18.767369,8.334753,4.60679375,5.386405
15558,I,1.2,0.925,0.3375,16.82542825,6.973977,3.78465825,4.762716
15559,I,0.4375,0.325,0.1125,0.77961125,0.35436875,0.226796,0.2551455
15560,I,1.4625,1.125,0.375,26.591831,11.35397475,5.82582225,7.1724235
15561,F,1.075,0.8375,0.2625,12.48795475,5.37223025,2.0695135,3.8271825
15562,M,1.3125,1.0375,0.3625,24.1821235,12.00601325,5.0745605,6.80388
15563,M,1.5875,1.2625,0.4125,32.44600275,14.33067225,7.29999625,9.07184
15564,I,1.275,1.0125,0.35,19.57532975,8.5898985,3.50116325,5.10291
15565,F,1.2875,0.975,0.3125,18.597272,9.73805325,4.139027,4.60679375
15566,M,1.75,1.3875,0.4875,50.7739545,24.73493875,10.41844125,13.04077
15567,M,1.5625,1.225,0.4125,39.3774555,16.45688475,8.9867915,9.7805775
15568,I,0.9,0.6625,0.25,5.556502,2.211261,1.28990225,1.70097
15569,M,1.3,1.025,0.3625,23.530085,10.02154825,5.4714535,6.9456275
15570,I,1.1125,0.875,0.275,13.53688625,6.2085405,2.33883375,3.96893
15571,I,1.1625,0.8875,0.3,13.8062065,5.03203625,2.48058125,3.8271825
15572,M,1.3125,1.0375,0.3625,20.638436,8.63242275,4.8477645,6.3219385
15573,I,1.2125,0.8875,0.3625,18.313777,10.3475675,3.175144,3.96893
15574,F,1.175,0.9375,0.4,17.95940825,5.953395,3.9972795,6.23689
15575,I,0.85,0.6625,0.225,5.0745605,2.19708625,1.14815475,1.5592225
15576,I,0.5,0.375,0.1,1.0489315,0.3685435,0.3118445,0.4252425
15577,M,1.625,1.2625,0.4125,34.189497,14.911837,8.561549,10.0640725
15578,I,0.9,0.675,0.225,6.25106475,2.65067825,1.48834875,1.871067
15579,F,1.525,1.1875,0.4625,32.31843,11.0846545,6.3219385,8.9300925
15580,F,1.5625,1.175,0.4125,32.16250775,16.6411565,7.7394135,7.654365
15581,M,1.475,1.1625,0.35,28.19357775,12.0485375,6.633783,7.5126175
15582,F,1.4875,1.1875,0.4125,31.51046925,13.25339125,6.36446275,10.0640725
15583,I,1.175,0.9375,0.2875,14.47241975,5.443104,2.99087225,4.3941725
15584,I,1.0375,0.8125,0.275,8.5331995,3.55786225,1.70097,2.83495
15585,M,1.3375,1.05,0.35,20.184844,7.994559,4.20990075,6.0951425
15586,I,0.5125,0.375,0.1375,1.09145575,0.396893,0.24097075,0.283495
15587,F,1.45,1.1625,0.375,31.19862475,15.592225,6.4920355,7.93786
15588,M,1.1375,0.875,0.25,12.757275,5.4147545,2.551455,4.1106775
15589,M,1.475,1.1125,0.4,25.69882175,11.5382465,5.74077375,7.5126175
15590,I,1.1,0.8625,0.2625,11.89261525,5.783298,2.0695135,3.685435
15591,M,1.4,1.1,0.4,24.56484175,11.01378075,6.123492,7.087375
15592,F,1.5,1.1875,0.4,29.766975,12.47378,6.3219385,8.6465975
15593,I,0.9625,0.75,0.2375,7.030676,3.04757125,1.4458245,2.26796
15594,I,0.5625,0.4,0.0,1.54504775,0.75126175,0.38271825,0.4252425
15595,I,1.4125,1.0625,0.3375,23.79940525,11.396499,4.762716,6.520385
15596,F,1.6125,1.25,0.4875,39.13648475,17.78931125,8.60407325,10.602713
15597,F,1.5625,1.2625,0.4,34.31706975,16.4143605,7.24329725,9.4970825
15598,F,1.5875,1.2125,0.4125,35.436875,15.15280775,8.4198015,9.2135875
15599,M,1.175,0.9125,0.3,14.571643,5.99591925,3.8271825,4.252425
15600,I,1.175,0.875,0.3375,12.71475075,5.4714535,2.891649,3.78465825
15601,M,1.425,1.125,0.3625,26.69105425,10.77281,6.010094,8.20718025
15602,M,1.45,1.15,0.375,26.52095725,11.75086775,5.6415505,7.6260155
15603,F,1.3125,1.0,0.325,19.74542675,9.525432,4.139027,5.386405
15604,F,1.275,0.9375,0.3125,14.69921575,6.123492,3.1467945,4.876114
15605,M,1.5375,1.175,0.3875,25.84056925,10.149121,6.42116175,9.7805775
15606,M,1.675,1.3125,0.475,34.9549335,14.911837,8.29222875,10.3475675
15607,F,1.6125,1.2625,0.4,32.205032,10.50348975,7.41339425,9.4970825
15608,M,1.8,1.5625,0.5125,47.95317925,14.855138,12.06271225,14.17475
15609,I,1.0375,0.8125,0.2875,10.44679075,4.8477645,2.31048425,2.9766975
15610,F,1.55,1.25,0.4125,32.16250775,13.834556,6.5487345,9.4970825
15611,I,0.9375,0.7,0.2,6.0951425,2.778251,1.54504775,1.984465
15612,F,1.5,1.2125,0.4125,28.47707275,12.076887,5.79747275,10.20582
15613,F,1.5875,1.3125,0.475,36.4291075,14.4298955,8.23552975,10.77281
15614,M,0.9875,0.7375,0.3125,7.9095105,3.27436725,1.5025235,2.1262125
15615,M,1.475,1.175,0.3375,33.0271675,14.78426425,5.4714535,8.9300925
15616,M,1.55,1.25,0.4,35.0116325,17.08057375,7.767763,9.4970825
15617,M,1.425,1.125,0.375,23.019794,8.77417025,4.706017,6.3786375
15618,I,1.0875,0.825,0.2625,10.375917,4.60679375,2.097863,3.40194
15619,M,1.425,1.0875,0.425,27.17299575,9.42620875,6.25106475,10.0640725
15620,F,1.5875,1.2375,0.4,36.570855,16.8112535,9.22776225,8.9300925
15621,F,1.55,1.2125,0.4125,32.41765325,11.41067375,7.01650125,10.9145575
15622,M,1.8,1.4375,0.575,57.7479315,24.79163775,11.60912025,16.44271
15623,F,1.575,1.2375,0.425,34.5013415,15.0535845,7.711064,9.922325
15624,I,0.7125,0.525,0.225,3.742134,2.19708625,0.680388,0.850485
15625,F,1.2875,1.0,0.375,17.95940825,6.9456275,3.86970675,5.953395
15626,I,1.1125,0.8125,0.275,10.4609655,4.83358975,2.2963095,2.83495
15627,M,1.3125,0.9875,0.4,21.0636785,8.958442,4.706017,6.0951425
15628,I,1.0375,0.7875,0.25,9.2135875,4.422522,1.7293195,2.5798045
15629,M,1.5125,1.1875,0.3875,31.127751,15.5071765,6.08096775,7.257472
15630,I,0.9625,0.75,0.25,8.618248,3.95475525,1.80019325,2.4097075
15631,I,1.15,0.8875,0.3,13.53688625,6.0951425,2.31048425,3.40194
15632,M,1.25,0.975,0.2875,17.36406875,9.07184,3.27436725,4.252425
15633,M,1.8125,1.425,0.5,62.3972495,31.34037225,10.56018875,15.87572
15634,M,1.3875,1.1125,0.4,34.8415355,9.525432,6.4353365,11.3398
15635,I,1.375,1.0375,0.375,23.019794,11.49572225,4.32329875,6.3786375
15636,M,1.4,1.1,0.3625,24.38057,11.75086775,4.57844425,6.4353365
15637,M,1.5125,1.175,0.3625,27.82503425,14.288148,6.2652395,6.4920355
15638,F,1.5875,1.275,0.4875,38.8104655,16.65533125,8.618248,10.489315
15639,I,1.3625,1.0375,0.325,22.52367775,9.2135875,5.726599,6.80388
15640,M,1.375,1.1125,0.425,24.79163775,9.922325,5.40057975,8.50485
15641,I,0.7,0.525,0.2,2.82077525,1.20485375,0.52446575,0.9922325
15642,F,1.5875,1.25,0.45,37.98833,17.08057375,7.01650125,10.20582
15643,F,1.7375,1.375,0.4625,49.668324,21.262125,10.432616,12.47378
15644,M,1.45,1.125,0.3875,31.581343,13.6361095,8.2497045,8.788345
15645,M,1.3625,1.025,0.35,19.391058,9.99319875,4.49339575,5.20213325
15646,I,1.3125,1.0875,0.375,19.43358225,9.298636,3.8271825,5.76912325
15647,I,1.0375,0.8125,0.275,11.169703,4.4508715,2.721552,2.721552
15648,F,1.575,1.2375,0.4125,32.1199835,14.968536,7.47009325,8.6465975
15649,F,1.625,1.3125,0.45,33.0271675,12.47378,7.52679225,11.90679
15650,I,1.1,0.85,0.2375,11.89261525,4.80524025,2.36718325,3.2601925
15651,M,1.2125,0.95,0.3,14.628342,7.3992195,3.2601925,4.932813
15652,F,1.3625,1.075,0.35,20.25571775,7.654365,4.89028875,7.2291225
15653,F,1.625,1.2375,0.45,38.82464025,17.293195,9.015141,10.0640725
15654,M,1.075,0.8375,0.25,12.99824575,5.896696,2.721552,4.3941725
15655,M,1.5375,1.25,0.4375,34.74231225,14.3731965,7.55514175,10.20582
15656,I,1.0375,0.7875,0.25,9.02931575,4.309124,2.25378525,2.6932025
15657,I,0.8125,0.6375,0.1875,4.422522,2.1262125,0.86465975,1.417475
15658,F,1.525,1.2,0.4125,31.2694985,11.5382465,6.350288,9.07184
15659,M,1.575,1.2625,0.475,35.98969025,15.29455525,7.10154975,9.4970825
15660,M,1.625,1.2625,0.4125,40.9083285,18.5122235,8.1363065,11.056305
