ID,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,type,location,quality
283,6,0.18,0.31,1.4,0.036,14,75,0.99085,3.34,0.58,11.1,white,California,8
284,7.6,0.17,0.35,1.6,0.047,43,154,0.9934,3.36,0.69,11.1,white,California,6
285,5,0.38,0.01,1.6,0.048,26,60,0.99084,3.7,0.75,14,red,California,6
286,7.7,0.25,0.3,7.8,0.038,67,196,0.99555,3.1,0.5,10.1,white,California,5
287,7.6,0.24,0.44,3.8,0.037,49,146,0.9911,3.06,0.37,11.6,white,California,6
288,7.6,0.23,0.4,5.2,0.066,14,91,0.99488,3.17,0.8,9.7,white,California,5
289,6.3,0.41,0.22,7.3,0.035,23,117,0.99172,3.2,0.39,11.94,white,California,7
290,6.6,0.725,0.2,7.8,0.073,29,79,0.9977,3.29,0.54,9.2,red,Texas,5
291,7.4,0.16,0.31,6.85,0.059,31,131,0.9952,3.29,0.34,9.7,white,Texas,5
292,7.1,0.23,0.23,3.5,0.038,23,112,0.99157,3.05,0.37,11.36666667,white,California,6
293,7.3,0.19,0.49,15.55,0.058,50,134,0.9998,3.42,0.36,9.1,white,California,7
294,5.6,0.245,0.32,1.1,0.047,24,152,0.9927,3.12,0.42,9.3,white,California,6
295,5.6,0.915,0,2.1,0.041,17,78,0.99346,3.68,0.73,11.4,red,Texas,5
296,6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,white,California,6
297,6.3,0.35,0.3,5.7,0.035,8,97,0.9927,3.27,0.41,11,white,California,7
298,6.9,0.22,0.43,6.4,0.042,34,115,0.99293,3.05,0.51,10.8,white,California,6
299,6,0.32,0.3,7.3,0.174,46,159,0.99519,3.18,0.49,9.4,white,Texas,5
300,6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,white,California,6
301,7.1,0.69,0.08,2.1,0.063,42,52,0.99608,3.42,0.6,10.2,red,California,6
302,6.5,0.24,0.32,7.6,0.038,48,203,0.9958,3.45,0.54,9.7,white,California,7
303,7.3,0.34,0.33,2.5,0.064,21,37,0.9952,3.35,0.77,12.1,red,California,7
304,8.2,0.15,0.48,2.7,0.052,24,190,0.995,3.5,0.45,10.9,white,California,7
305,6.9,0.23,0.33,12.8,0.056,44,169,0.998,3.42,0.42,9.8,white,California,6
306,6.8,0.32,0.43,1.6,0.05,4,65,0.99346,3.27,0.47,10.7,white,Texas,5
307,7.1,0.32,0.4,1.5,0.034,13,84,0.9944,3.42,0.6,10.4,white,Texas,5
308,6.2,0.34,0.25,12.1,0.059,33,171,0.99769,3.14,0.56,8.7,white,California,6
309,10.1,0.43,0.4,2.6,0.092,13,52,0.99834,3.22,0.64,10,red,California,7
310,5.7,0.265,0.28,6.9,0.036,46,150,0.99299,3.36,0.44,10.8,white,California,7
311,7.8,0.82,0.29,4.3,0.083,21,64,0.99642,3.16,0.53,9.4,red,Texas,5
312,4.8,0.29,0.23,1.1,0.044,38,180,0.98924,3.28,0.34,11.9,white,California,6
313,7,0.39,0.31,5.3,0.169,32,162,0.9965,3.2,0.48,9.4,white,Texas,5
314,6.4,0.17,0.3,2.8,0.034,33,125,0.99152,3.03,0.49,10.4,white,California,6
315,6.6,0.27,0.3,1.9,0.025,14,153,0.9928,3.29,0.62,10.5,white,California,6
316,7.8,0.25,0.28,7.2,0.04,46,179,0.99541,3.14,0.6,10.1,white,California,6
317,7.3,0.22,0.31,2.3,0.018,45,80,0.98936,3.06,0.34,12.9,white,California,7
318,8.9,0.22,0.48,1.8,0.077,29,60,0.9968,3.39,0.53,9.4,red,Texas,6
319,8,0.57,0.23,3.2,0.073,17,119,0.99675,3.26,0.57,9.3,red,Texas,5
320,9.4,0.685,0.26,2.4,0.082,23,143,0.9978,3.28,0.55,9.4,red,Texas,5
321,6.2,0.32,0.24,4.1,0.051,34,149,0.99306,3.36,0.52,11,white,Texas,5
322,6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,white,California,5
323,6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,white,California,6
324,8.1,0.33,0.44,1.5,0.042,6,12,0.99542,3.35,0.61,10.7,red,Texas,5
325,6.4,0.24,0.25,20.2,0.083,35,157,0.99976,3.17,0.5,9.1,white,California,5
326,7.3,0.41,0.24,6.8,0.057,41,163,0.9949,3.2,0.41,9.9,white,California,6
327,6.4,0.21,0.34,16.05,0.04,56,142,0.99678,3.11,0.38,10.6,white,California,5
328,5.9,0.23,0.28,8.6,0.046,37,142,0.99432,3.23,0.53,10.6,white,California,6
329,7.1,0.62,0.06,1.3,0.07,5,12,0.9942,3.17,0.48,9.8,red,Texas,5
330,7.1,0.6,0,1.8,0.074,16,34,0.9972,3.47,0.7,9.9,red,Texas,6
331,7.2,0.23,0.38,14.3,0.058,55,194,0.9979,3.09,0.44,9,white,California,6
332,10,0.38,0.38,1.6,0.169,27,90,0.99914,3.15,0.65,8.5,red,California,5
333,7.4,0.19,0.3,1.4,0.057,33,135,0.993,3.12,0.5,9.6,white,Texas,6
334,8.9,0.21,0.34,7.1,0.037,33,150,0.9962,3.1,0.45,9.7,white,California,6
335,6.3,0.1,0.24,6,0.039,25,107,0.99511,3.59,0.49,10.5,white,California,7
336,6.3,0.27,0.49,1.2,0.063,35,92,0.9911,3.38,0.42,12.2,white,California,6
337,8.6,0.36,0.26,11.1,0.03,43.5,171,0.9948,3.03,0.49,12,white,Texas,5
338,6.4,0.18,0.35,1,0.045,39,108,0.9911,3.31,0.35,10.9,white,Texas,6
339,9.2,0.35,0.39,0.9,0.042,15,61,0.9924,2.96,0.28,10.4,white,Texas,4
340,7.1,0.59,0.02,2.3,0.082,24,94,0.99744,3.55,0.53,9.7,red,California,6
341,7.2,0.27,0.27,2.4,0.048,30,149,0.9936,3.1,0.51,9.2,white,Texas,6
342,6.3,0.17,0.32,4.2,0.04,37,117,0.99182,3.24,0.43,11.3,white,California,6
343,6.7,0.23,0.31,2.1,0.046,30,96,0.9926,3.33,0.64,10.7,white,California,8
344,12.5,0.28,0.54,2.3,0.082,12,29,0.9997,3.11,1.36,9.8,red,California,7
345,6.8,0.26,0.48,6.2,0.049,55,182,0.99582,3.21,0.45,9.4,white,California,6
346,6.7,0.37,0.41,6.3,0.061,22,149,0.9953,3.16,0.47,9.6,white,California,6
347,7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8,white,California,8
348,15.9,0.36,0.65,7.5,0.096,22,71,0.9976,2.98,0.84,14.9,red,Texas,5
349,5.9,0.23,0.3,12.9,0.054,57,170,0.9972,3.28,0.39,9.4,white,Texas,5
350,7.7,0.39,0.12,1.7,0.097,19,27,0.99596,3.16,0.49,9.4,red,Texas,5
351,7.3,0.26,0.33,17.85,0.049,41.5,195,1,3.06,0.44,9.1,white,California,7
352,6.7,0.33,0.49,1.6,0.167,20,94,0.9914,3.11,0.5,11.4,white,California,6
353,6,0.28,0.49,6.8,0.048,61,222,0.9953,3.19,0.47,9.3,white,Texas,5
354,6,0.26,0.29,3.1,0.041,37,144,0.98944,3.22,0.39,12.8,white,California,7
355,7.5,0.26,0.25,1.7,0.038,29,129,0.99312,3.45,0.56,10.4,white,California,6
356,10.8,0.4,0.41,2.2,0.084,7,17,0.9984,3.08,0.67,9.3,red,California,6
357,5.4,0.27,0.22,4.6,0.022,29,107,0.98889,3.33,0.54,13.8,white,Texas,6
358,6.2,0.17,0.3,1.1,0.037,14,79,0.993,3.5,0.54,10.3,white,California,6
359,6.7,0.15,0.38,1.7,0.037,20,84,0.99046,3.09,0.53,11.4,white,California,6
360,6.7,0.33,0.34,7.5,0.036,39,124,0.99123,2.99,0.32,12.4,white,California,8
361,6.9,0.25,0.24,1.8,0.053,6,121,0.993,3.23,0.7,11.4,white,Texas,5
362,5.2,0.31,0.2,2.4,0.027,27,117,0.98886,3.56,0.45,13,white,California,7
363,8,0.2,0.4,5.2,0.055,41,167,0.9953,3.18,0.4,10.6,white,California,7
364,7.2,0.27,0.28,15.2,0.046,6,41,0.99665,3.17,0.39,10.9,white,California,6
365,6.9,0.25,0.3,4.1,0.054,23,116,0.994,2.99,0.38,9.4,white,Texas,6
366,6.6,0.28,0.23,10.4,0.049,45,190,0.99754,3.12,0.51,8.8,white,California,5
367,8,0.24,0.36,1.5,0.047,17,129,0.9948,3.2,0.54,10,white,Texas,6
368,6.7,0.24,0.29,6.8,0.038,54,127,0.9932,3.33,0.46,11.6,white,California,7
369,7.5,0.35,0.37,2.5,0.066,29,89,0.98964,3.14,0.42,12.7,white,California,6
370,7.1,0.18,0.26,1.3,0.041,20,71,0.9926,3.04,0.74,9.9,white,California,6
371,6.6,0.15,0.32,6,0.033,59,128,0.99192,3.19,0.71,12.1,white,Texas,8
372,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,white,Texas,8
373,7.2,0.2,0.61,16.2,0.043,14,103,0.9987,3.06,0.36,9.2,white,California,6
374,6.4,0.22,0.32,12,0.066,57,158,0.9992,3.6,0.43,9,white,California,6
375,9.1,0.795,0,2.6,0.096,11,26,0.9994,3.35,0.83,9.4,red,California,6
376,6.6,0.12,0.25,1.4,0.039,21,131,0.99114,3.2,0.45,11.2,white,California,7
377,7.1,0.36,0.4,1.95,0.033,26,118,0.98934,3.2,0.45,13.5,white,California,7
378,6.3,0.695,0.55,12.9,0.056,58,252,0.99806,3.29,0.49,8.7,white,Texas,5
379,7.2,0.24,0.3,1.2,0.037,11,95,0.98914,2.96,0.36,12.5,white,California,6
380,7.4,0.29,0.28,10.2,0.032,43,138,0.9951,3.1,0.47,10.6,white,California,6
381,7.6,0.21,0.49,2.5,0.047,20,130,0.99178,3.15,0.48,11.1,white,California,5
382,6.1,0.28,0.16,1.3,0.06,36,126,0.99353,3.13,0.46,8.7,white,California,6
383,7.1,0.365,0.14,1.2,0.055,24,84,0.9941,3.15,0.43,8.9,white,Texas,5
384,6.3,0.2,0.4,1.5,0.037,35,107,0.9917,3.46,0.5,11.4,white,Texas,6
385,6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,white,California,6
386,6.1,0.32,0.24,1.5,0.036,38,124,0.9898,3.29,0.42,12.4,white,California,7
387,8.4,0.29,0.4,1.7,0.067,8,20,0.99603,3.39,0.6,10.5,red,California,5
388,9.2,0.28,0.41,1,0.042,14,59,0.9922,2.96,0.25,10.5,white,California,6
389,6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,white,California,7
390,6.7,0.62,0.24,1.1,0.039,6,62,0.9934,3.41,0.32,10.4,white,Texas,5
391,6.1,0.4,0.18,9,0.051,28.5,259,0.9964,3.19,0.5,8.8,white,Texas,5
392,6.9,0.32,0.13,7.8,0.042,11,117,0.996,3.23,0.37,9.2,white,Texas,5
393,7.2,0.25,0.32,1.5,0.054,24,105,0.99154,3.17,0.48,11.1,white,California,6
394,7.5,0.18,0.45,4.6,0.041,67,158,0.9927,3.01,0.38,10.6,white,California,6
395,12.2,0.34,0.5,2.4,0.066,10,21,1,3.12,1.18,9.2,red,California,6
396,7.1,0.61,0.02,2.5,0.081,17,87,0.99745,3.48,0.6,9.7,red,California,6
397,12.9,0.35,0.49,5.8,0.066,5,35,1.0014,3.2,0.66,12,red,California,7
398,7.2,0.31,0.35,7.2,0.046,45,178,0.9955,3.14,0.53,9.7,white,California,5
399,5.3,0.715,0.19,1.5,0.161,7,62,0.99395,3.62,0.61,11,red,Texas,5
400,6.8,0.2,0.27,1.2,0.034,19,68,0.9902,3.14,0.37,11.7,white,Texas,4
401,8.5,0.585,0.18,2.1,0.078,5,30,0.9967,3.2,0.48,9.8,red,California,6
402,5.1,0.165,0.22,5.7,0.047,42,146,0.9934,3.18,0.55,9.9,white,California,6
403,7.7,0.23,0.31,10.7,0.038,59,186,0.9969,3.12,0.55,9.5,white,California,6
404,7,0.13,0.37,12.85,0.042,36,105,0.99581,3.05,0.55,10.7,white,California,6
405,6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5,white,Texas,8
406,6.2,0.28,0.28,4.3,0.026,22,105,0.989,2.98,0.64,13.1,white,Texas,8
407,8.1,0.36,0.59,13.6,0.051,60,134,0.99886,2.96,0.39,8.7,white,Texas,5
408,7,0.14,0.4,1.7,0.035,16,85,0.9911,3.19,0.42,11.8,white,Texas,6
409,7,0.2,0.3,6.1,0.037,31,120,0.9939,3.24,0.51,10.8,white,Texas,5
410,5.8,0.27,0.4,1.2,0.076,47,130,0.99185,3.13,0.45,10.3,white,California,6
411,7.2,0.24,0.29,2.2,0.037,37,102,0.992,3.27,0.64,11,white,California,7
412,6.8,0.24,0.34,4.6,0.032,37,135,0.9927,3.2,0.39,10.6,white,Texas,5
413,5.7,0.2,0.24,13.8,0.047,44,112,0.99837,2.97,0.66,8.8,white,Texas,6
414,6.4,0.22,0.32,7.9,0.029,34,124,0.9948,3.4,0.39,10.2,white,Texas,5
415,6.6,0.22,0.53,15.1,0.052,22,136,0.9986,2.94,0.35,9.4,white,Texas,5
416,6.2,0.16,0.34,1.7,0.038,85,153,0.9909,3.33,0.86,12,white,California,7
417,7.1,0.26,0.31,2.2,0.044,29,128,0.9937,3.34,0.64,10.9,white,Texas,8
418,8.5,0.46,0.59,1.4,0.414,16,45,0.99702,3.03,1.34,9.2,red,Texas,5
419,6.3,0.22,0.22,5.6,0.039,31,128,0.99296,3.12,0.46,10.4,white,California,6
420,6.6,0.61,0.01,1.9,0.08,8,25,0.99746,3.69,0.73,10.5,red,California,5
421,6.5,0.34,0.27,2.8,0.067,8,44,0.99384,3.21,0.56,12,red,California,6
422,11.1,0.31,0.53,2.2,0.06,3,10,0.99572,3.02,0.83,10.9,red,California,7
423,8.4,0.27,0.3,2.2,0.037,36,129,0.99085,2.89,0.3,11.46666667,white,California,6
424,7.1,0.27,0.27,10.4,0.041,26,114,0.99335,3.04,0.52,11.5,white,California,7
425,5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,white,California,6
426,8.6,0.485,0.29,4.1,0.026,19,101,0.9918,3.01,0.38,12.4,white,Texas,5
427,6.8,0.57,0.29,2.2,0.04,15,77,0.9938,3.32,0.74,10.2,white,Texas,5
428,6,0.36,0.06,1.4,0.066,27,128,0.9934,3.26,0.55,9.3,white,Texas,5
429,6.2,0.65,0.06,1.6,0.05,6,18,0.99348,3.57,0.54,11.95,red,Texas,5
430,8,0.18,0.49,1.8,0.061,10,145,0.9942,3.23,0.48,10,white,Texas,5
431,10,0.56,0.24,2.2,0.079,19,58,0.9991,3.18,0.56,10.1,red,California,6
432,7.2,0.24,0.27,1.4,0.038,31,122,0.9927,3.15,0.46,10.3,white,Texas,6
433,7.5,0.31,0.24,7.1,0.031,28,141,0.99397,3.16,0.38,10.6,white,California,7
434,6.4,0.21,0.28,5.9,0.047,29,101,0.99278,3.15,0.4,11,white,California,6
435,7,0.12,0.32,7.2,0.058,22,89,0.9966,3.29,0.38,9.2,white,California,6
436,7.1,0.46,0.23,13.7,0.045,44,192,0.9981,3.11,0.53,9.4,white,California,5
437,7.9,0.16,0.3,4.8,0.037,37,171,0.9967,3.47,0.44,9,white,Texas,4
438,6.2,0.26,0.32,15.3,0.031,64,185,0.99835,3.31,0.61,9.4,white,California,5
439,8.1,0.2,0.36,9.7,0.044,63,162,0.997,3.1,0.46,10,white,California,6
440,7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,red,California,6
441,7.4,0.74,0.07,1.7,0.086,15,48,0.99502,3.12,0.48,10,red,Texas,5
442,7,0.32,0.29,4.9,0.036,41,150,0.99168,3.38,0.43,12.2,white,California,6
443,7.2,0.17,0.37,6.9,0.059,47,128,0.99322,3.08,0.46,11,white,California,7
444,9.9,0.4,0.53,6.7,0.097,6,19,0.9986,3.27,0.82,11.7,red,California,7
445,7.6,0.41,0.33,2.5,0.078,6,23,0.9957,3.3,0.58,11.2,red,California,5
446,8.3,0.2,0.74,4.45,0.044,33,130,0.9924,3.25,0.42,12.2,white,California,6
447,6.4,0.38,0.14,2.2,0.038,15,25,0.99514,3.44,0.65,11.1,red,California,6
448,6.9,0.41,0.33,10.1,0.043,28,152,0.9968,3.2,0.52,9.4,white,Texas,5
449,7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,white,California,7
450,7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,red,Texas,5
451,6.1,0.22,0.4,1.85,0.031,25,111,0.98966,3.03,0.3,11.8,white,California,7
452,6.7,0.24,0.46,2.2,0.033,19,111,0.99045,3.1,0.62,11.9,white,California,6
453,6.8,0.26,0.46,8.3,0.037,49,173,0.99601,3.17,0.47,9.3,white,California,5
454,5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,white,California,5
455,10.2,0.34,0.48,2.1,0.052,5,9,0.99458,3.2,0.69,12.1,red,California,7
456,10.4,0.41,0.55,3.2,0.076,22,54,0.9996,3.15,0.89,9.9,red,California,6
457,7.1,0.2,0.31,6.85,0.053,32,211,0.99587,3.31,0.59,10.4,white,California,6
458,6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,white,California,7
459,9.1,0.28,0.46,9,0.114,3,9,0.99901,3.18,0.6,10.9,red,California,6
460,6.2,0.31,0.21,6.3,0.041,50,218,0.9941,3.15,0.6,10,white,Texas,5
461,5.4,0.58,0.08,1.9,0.059,20,31,0.99484,3.5,0.64,10.2,red,California,6
462,7.3,0.27,0.39,6.7,0.064,28,188,0.9958,3.29,0.3,9.7,white,Texas,5
463,7.4,0.2,0.36,1.2,0.038,44,111,0.9926,3.36,0.34,9.9,white,Texas,6
464,7,0.24,0.3,4.2,0.04,41,213,0.9927,3.28,0.49,11.8,white,California,6
465,7.6,0.56,0.12,10.4,0.096,22,177,0.9983,3.32,0.45,9.1,white,Texas,4
466,6.2,0.35,0.25,18.4,0.051,28,182,0.99946,3.13,0.62,9.3,white,California,6
467,6.8,0.27,0.22,8.1,0.034,55,203,0.9961,3.19,0.52,8.9,white,Texas,5
468,6.8,0.27,0.49,1.2,0.044,35,126,0.99,3.13,0.48,12.1,white,California,7
469,7.8,0.19,0.32,7.4,0.015,47,124,0.99278,2.99,0.39,11,white,California,6
470,5.6,0.28,0.28,4.2,0.044,52,158,0.992,3.35,0.44,10.7,white,California,7
471,6.5,0.425,0.4,13.1,0.038,59,241,0.9979,3.23,0.57,9,white,Texas,5
472,7.6,0.17,0.36,4.5,0.042,26,102,0.99427,3.09,0.47,9.5,white,California,5
473,5.7,0.22,0.29,3.5,0.04,27,146,0.98999,3.17,0.36,12.1,white,California,6
474,5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,white,Texas,8
475,8.3,0.22,0.38,14.8,0.054,32,126,1.0002,3.22,0.5,9.7,white,Texas,5
476,6.1,0.27,0.31,1.5,0.035,17,83,0.99076,3.32,0.44,11.1,white,California,7
477,5.8,0.31,0.33,1.2,0.036,23,99,0.9916,3.18,0.6,10.5,white,Texas,6
478,7.3,0.365,0.49,2.5,0.088,39,106,0.9966,3.36,0.78,11,red,Texas,5
479,6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,red,Texas,5
480,7,0.27,0.74,1.3,0.173,34,121,0.99334,3.04,0.46,9.2,white,California,6
481,6.5,0.23,0.2,7.5,0.05,44,179,0.99504,3.18,0.48,9.533333333,white,California,5
482,6.4,0.22,0.32,4.9,0.046,50,156,0.99316,3.38,0.55,11.2,white,California,6
483,6.1,0.4,0.16,1.8,0.069,11,25,0.9955,3.42,0.74,10.1,red,California,7
484,6.6,0.17,0.3,1.1,0.031,13,73,0.99095,3.17,0.58,11,white,California,6
485,7.6,0.55,0.21,2.2,0.071,7,28,0.9964,3.28,0.55,9.7,red,Texas,5
486,7.6,0.18,0.36,2.4,0.049,38,123,0.996,3.6,0.46,10.3,white,Texas,5
487,7.5,0.18,0.31,11.7,0.051,24,94,0.997,3.19,0.44,9.5,white,California,7
488,6.3,0.6,0.44,11,0.05,50,245,0.9972,3.19,0.57,9.3,white,Texas,4
489,7.8,0.56,0.19,1.8,0.104,12,47,0.9964,3.19,0.93,9.5,red,Texas,5
490,6.1,0.23,0.27,9.8,0.055,74,134,0.99534,3.16,0.4,10.2,white,California,6
491,12.7,0.6,0.49,2.8,0.075,5,19,0.9994,3.14,0.57,11.4,red,Texas,5
492,4.8,0.33,0,6.5,0.028,34,163,0.9937,3.35,0.61,9.9,white,Texas,5
493,6.3,0.3,0.29,2.1,0.048,33,142,0.98956,3.22,0.46,12.9,white,California,7
494,5.7,0.22,0.33,1.9,0.036,37,110,0.98945,3.26,0.58,12.4,white,Texas,6
495,7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8,red,California,6
496,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,white,Texas,6
497,5.7,0.21,0.24,2.3,0.047,60,189,0.995,3.65,0.72,10.1,white,California,6
498,8.3,0.615,0.22,2.6,0.087,6,19,0.9982,3.26,0.61,9.3,red,Texas,5
499,8.2,0.4,0.44,2.8,0.089,11,43,0.9975,3.53,0.61,10.5,red,Texas,6
500,6.2,0.17,0.28,4.7,0.037,39,133,0.9931,3.41,0.46,10.8,white,Texas,7
501,6.9,0.765,0.18,2.4,0.243,5.5,48,0.99612,3.4,0.6,10.3,red,California,6
502,6.3,0.22,0.57,1.4,0.208,14,96,0.9932,3.16,0.43,10,white,California,6
503,7.1,0.66,0,3.9,0.086,17,45,0.9976,3.46,0.54,9.5,red,Texas,5
504,5.7,0.18,0.26,2.2,0.023,21,95,0.9893,3.07,0.54,12.3,white,California,6
505,6.4,0.17,0.32,2.4,0.048,41,200,0.9938,3.5,0.5,9.7,white,California,6
506,6,0.25,0.4,5.7,0.052,56,152,0.99398,3.16,0.88,10.5,white,California,6
507,7.7,0.29,0.48,2.3,0.049,36,178,0.9931,3.17,0.64,10.6,white,Texas,6
508,8.1,0.24,0.32,10.5,0.03,34,105,0.99407,3.11,0.42,11.8,white,California,6
509,7,0.26,0.34,10.9,0.038,25,84,0.99432,3.11,0.34,10.9,white,California,6
510,7.1,0.18,0.36,1.4,0.043,31,87,0.9898,3.26,0.37,12.7,white,California,7
511,6.5,0.22,0.31,3.9,0.046,17,106,0.99098,3.15,0.31,11.5,white,California,5
512,7.4,0.21,0.8,12.3,0.038,77,183,0.99778,2.95,0.48,9,white,California,5
513,6.6,0.27,0.33,1.4,0.042,24,183,0.99215,3.29,0.46,10.7,white,California,5
514,10.6,0.83,0.37,2.6,0.086,26,70,0.9981,3.16,0.52,9.9,red,Califormia,5
515,5.9,0.23,0.24,1.6,0.037,32,115,0.99076,3.21,0.51,11.4,white,California,6
516,6.2,0.3,0.42,2.2,0.036,28,128,0.9901,3.13,0.38,11.6,white,California,6
517,6.1,0.24,0.27,11.5,0.05,51,133,0.99476,3.22,0.37,10.8,white,California,6
518,8,0.43,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4,red,Texas,5
519,8.1,0.87,0,2.2,0.084,10,31,0.99656,3.25,0.5,9.8,red,Texas,5
520,6.7,0.24,0.33,12.3,0.046,31,145,0.9983,3.36,0.4,9.5,white,Texas,5
521,6.7,0.24,0.32,9,0.023,20,109,0.99262,3.34,0.35,12.6,white,California,6
522,6.7,0.16,0.49,2.4,0.046,57,187,0.9952,3.62,0.81,10.4,white,California,6
523,7.9,0.58,0.23,2.3,0.076,23,94,0.99686,3.21,0.58,9.5,red,California,6
524,7.9,0.12,0.49,5.2,0.049,33,152,0.9952,3.18,0.47,10.6,white,California,6
525,5.9,0.29,0.28,3.2,0.035,16,117,0.98959,3.26,0.42,12.6,white,California,6
526,7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,red,California,7
527,5.7,0.255,0.65,1.2,0.079,17,137,0.99307,3.2,0.42,9.4,white,Texas,5
528,6.1,0.43,0.35,9.1,0.059,83,249,0.9971,3.37,0.5,8.5,white,Texas,5
529,5.2,0.155,0.33,1.6,0.028,13,59,0.98975,3.3,0.84,11.9,white,California,8
530,7.4,0.21,0.8,12.3,0.038,77,183,0.99778,2.95,0.48,9,white,California,5
531,6.8,0.23,0.29,15.4,0.073,56,173,0.9984,3.06,0.41,8.7,white,California,6
532,7.2,0.39,0.32,1.8,0.065,34,60,0.99714,3.46,0.78,9.9,red,Texas,5
533,5.2,0.34,0,1.8,0.05,27,63,0.9916,3.68,0.79,14,red,Texas,6
534,8.1,0.66,0.22,2.2,0.069,9,23,0.9968,3.3,1.2,10.3,red,Texas,5
535,8.3,0.33,0.43,9.2,0.046,22,126,0.9982,3.38,0.47,9.3,white,Texas,5
536,7.1,0.26,0.29,12.4,0.044,62,240,0.9969,3.04,0.42,9.2,white,Texas,6
537,5.6,0.18,0.58,1.25,0.034,29,129,0.98984,3.51,0.6,12,white,California,7
538,7,0.62,0.1,1.4,0.071,27,63,0.996,3.28,0.61,9.2,red,Texas,5
539,7,0.2,0.34,5.7,0.035,32,83,0.9928,3.19,0.46,11.5,white,California,6
540,10.4,0.43,0.5,2.3,0.068,13,19,0.996,3.1,0.87,11.4,red,California,6
541,6.9,0.49,0.1,2.3,0.074,12,30,0.9959,3.42,0.58,10.2,red,Texas,6
542,8,0.22,0.32,10.4,0.043,63,201,0.997,3.11,0.53,9.5,white,California,6
543,5.8,0.27,0.27,12.3,0.045,55,170,0.9972,3.28,0.42,9.3,white,Texas,6
544,6.1,0.18,0.36,2,0.038,20,249.5,0.9923,3.37,0.79,11.3,white,California,6
545,7.1,0.23,0.39,1.6,0.032,12,65,0.9898,3.25,0.4,12.7,white,California,7
546,8.5,0.24,0.39,10.4,0.044,20,142,0.9974,3.2,0.53,10,white,Texas,6
547,8.3,0.2,0.49,1.7,0.038,38,167,0.9939,3.05,0.37,10.1,white,California,6
548,6.8,0.48,0.08,1.8,0.074,40,64,0.99529,3.12,0.49,9.6,red,Texas,5
549,6.4,0.15,0.31,1.1,0.044,25,96,0.9932,3.54,0.51,10.3,white,California,6
550,6.5,0.28,0.38,7.8,0.031,54,216,0.99154,3.03,0.42,13.1,white,California,6
551,8.5,0.46,0.31,2.25,0.078,32,58,0.998,3.33,0.54,9.8,red,Texas,5
552,6,0.5,0,1.4,0.057,15,26,0.99448,3.36,0.45,9.5,red,Texas,5
553,10.3,0.53,0.48,2.5,0.063,6,25,0.9998,3.12,0.59,9.3,red,Texas,6
554,5.9,0.34,0.22,2.4,0.03,19,135,0.9894,3.41,0.78,13.9,white,California,7
555,6.9,0.37,0.23,9.5,0.057,54,166,0.99568,3.23,0.42,10,white,California,5
556,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,white,California,6
557,7.7,0.34,0.3,8,0.048,25,192,0.9951,2.97,0.47,10.9,white,Texas,5
558,6.3,0.23,0.21,5.1,0.035,29,142,0.9942,3.36,0.33,10.1,white,California,7
559,9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,red,California,6
560,8.1,0.78,0.23,2.6,0.059,5,15,0.997,3.37,0.56,11.3,red,Texas,5
561,6.8,0.56,0.03,1.7,0.084,18,35,0.9968,3.44,0.63,10,red,California,6
562,6.5,0.25,0.35,12,0.055,47,179,0.998,3.58,0.47,10,white,Texas,5
563,6.1,0.24,0.26,1.7,0.033,61,134,0.9903,3.19,0.81,11.9,white,California,7
564,7.4,0.31,0.28,1.6,0.05,33,137,0.9929,3.31,0.56,10.5,white,Texas,6
565,9.2,0.58,0.2,3,0.081,15,115,0.998,3.23,0.59,9.5,red,Texas,5
